"siteID","lakeID","siteName","lat","long","UTM","updateID"
"AB_DeepHole","AB","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"AL_DeepHole","AL","DeepHole",NA,NA,"NA","sitePOC.20170529"
"AL_Inlet1","AL","Inlet1",NA,NA,"NA","sitePOC.20170529"
"AL_Outlet","AL","Outlet",NA,NA,"NA","sitePOC.20170529"
"AQ_BoatLaunch","AQ","BoatLaunch",46.0369394,-89.6288435,"NA","originalCreelUpdate_20190125"
"AQ_DeepHole","AQ","DeepHole",46.03,-89.62,"16T 296997E 5101818W","originalDB.20160217"
"AQ_flight","AQ","flight",NA,NA,"NA","siteIDs_20201008"
"AQ_FN1","AQ","FN1",46.03,-89.62,"16T 296581E 5101512W","siteFISH_INFO.20170117"
"AQ_FN2","AQ","FN2",46.03,-89.62,"16T 296581E 5101512W","siteFISH_INFO.20170117"
"AQ_FN4","AQ","FN4",46.03,-89.62,"NA","siteFISHINFO2017BLG.20171003"
"AQ_FN5","AQ","FN5",46.03,-89.62,"NA","siteFISHINFO2016BLG.20170927"
"AQ_FN8","AQ","FN8",46.03,-89.62,"NA","siteFISHINFO2017BLG.20171003"
"AQ_FNm1","AQ","FNm1",46.03,-89.62,"NA","siteFISHINFO2017BLG.20171003"
"AQ_FNm2","AQ","FNm2",46.03,-89.62,"NA","siteFISHINFO2017BLG.20171003"
"AQ_FNun","AQ","FNun",46.03,-89.62,"NA","siteFISHINFO2016BLG.20170927"
"AQ_shoreline","AQ","shoreline",46.03,-89.62,"16T 296581E 5101512W","originalDB.20160217"
"AQ_wholeShoreline","AQ","wholeShoreline",46.03,-89.62,"16T 296997E 5101818W","siteFishInfo2019.20200529"
"AQ_WholeShoreline","AQ","WholeShoreline",46.0369394,-89.6288435,"NA","originalCreelUpdate_20190125"
"AR_BoatLaunch","AR","BoatLaunch",45.9063386,-89.6902355,"NA","originalCreelUpdate_20190125"
"AR_DeepHole","AR","DeepHole",NA,NA,"NA","siteColor.20190326"
"AR_E1","AR","E1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E2","AR","E2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E3","AR","E3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E30","AR","E30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E4","AR","E4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E40","AR","E40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E5","AR","E5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E6","AR","E6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E7","AR","E7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_E8","AR","E8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_flight","AR","flight",NA,NA,"NA","siteIDs_20201008"
"AR_N1","AR","N1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N2","AR","N2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N3","AR","N3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N30","AR","N30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N4","AR","N4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N40","AR","N40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N5","AR","N5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N6","AR","N6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N7","AR","N7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_N8","AR","N8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE1","AR","NE1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE2","AR","NE2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE3","AR","NE3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE30","AR","NE30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE4","AR","NE4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE40","AR","NE40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE5","AR","NE5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE6","AR","NE6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE7","AR","NE7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_NE8","AR","NE8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_PrivateDock","AR","PrivateDock",45.9063386,-89.6902355,"NA","originalCreelUpdate_20190125"
"AR_S1","AR","S1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S2","AR","S2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S3","AR","S3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S30","AR","S30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S4","AR","S4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S40","AR","S40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S5","AR","S5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S6","AR","S6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S7","AR","S7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_S8","AR","S8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW1","AR","SW1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW2","AR","SW2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW3","AR","SW3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW30","AR","SW30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW4","AR","SW4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW40","AR","SW40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW5","AR","SW5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW6","AR","SW6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW7","AR","SW7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_SW8","AR","SW8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W1","AR","W1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W2","AR","W2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W3","AR","W3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W30","AR","W30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W4","AR","W4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W40","AR","W40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W5","AR","W5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W6","AR","W6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W7","AR","W7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_W8","AR","W8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"AR_WholeShoreline","AR","WholeShoreline",NA,NA,"NA","fishScapes2018.20190124"
"AV_DeepHole","AV","DeepHole",45.94,-89.06,"NA","siteColor.20200203"
"AV_flight","AV","flight",NA,NA,"NA","siteIDs_20201008"
"AY_DeepHole","AY","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"AY_Inlet1","AY","Inlet1",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"BA_A","BA","A",NA,NA,"NA","originalDB.20160217"
"BA_B","BA","B",NA,NA,"NA","originalDB.20160217"
"BA_BoatLaunch","BA","BoatLaunch",46.24301,-89.49870282,"NA","originalCreelUpdate_20190125"
"BA_D","BA","D",NA,NA,"NA","originalDB.20160217"
"BA_dark 12","BA","dark 12",NA,NA,"NA","sitePOC.20170529"
"BA_dark 18","BA","dark 18",NA,NA,"NA","sitePOC.20170529"
"BA_dark 3","BA","dark 3",NA,NA,"NA","sitePOC.20170529"
"BA_dark 6","BA","dark 6",NA,NA,"NA","sitePOC.20170529"
"BA_dark control","BA","dark control",NA,NA,"NA","sitePOC.20170529"
"BA_Deephole","BA","Deephole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"BA_DeepHole","BA","DeepHole",46.24,-89.49,"16T 307371E 5124083W","originalDB.20160217"
"BA_E","BA","E",NA,NA,"NA","originalDB.20160217"
"BA_FN","BA","FN",46.24,-89.49,"16T 307371E 5124083W","siteFISH_INFO.20170117"
"BA_FN1","BA","FN1",46.24,-89.49,"16T 307371E 5124083W","originalDB.20160217"
"BA_FN10","BA","FN10",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_FN11","BA","FN11",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_FN12","BA","FN12",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_FN2","BA","FN2",46.24,-89.49,"16T 307371E 5124083W","originalDB.20160217"
"BA_FN3","BA","FN3",46.24,-89.49,"16T 307371E 5124083W","originalDB.20160217"
"BA_FN4","BA","FN4",46.24,-89.49,"16T 307371E 5124083W","originalDB.20160217"
"BA_FN5","BA","FN5",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_FN6","BA","FN6",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_FN7","BA","FN7",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_FN8","BA","FN8",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_FN9","BA","FN9",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_Inlet1","BA","Inlet1",46.243,-89.4987,"16T 307371E 5124083W","siteCOLOR_2014to2016.20170123"
"BA_light 12","BA","light 12",NA,NA,"NA","sitePOC.20170529"
"BA_light 18","BA","light 18",NA,NA,"NA","sitePOC.20170529"
"BA_light 3","BA","light 3",NA,NA,"NA","sitePOC.20170529"
"BA_light 6","BA","light 6",NA,NA,"NA","sitePOC.20170529"
"BA_light control","BA","light control",NA,NA,"NA","sitePOC.20170529"
"BA_Littoral","BA","Littoral",NA,NA,"NA","originalDB.20160217"
"BA_Littoral.5","BA","Littoral.5",NA,NA,"NA","originalDB.20160217"
"BA_MT.001","BA","MT.001",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.002","BA","MT.002",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.003","BA","MT.003",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.004","BA","MT.004",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.005","BA","MT.005",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.006","BA","MT.006",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.007","BA","MT.007",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.008","BA","MT.008",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.009","BA","MT.009",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.010","BA","MT.010",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.011","BA","MT.011",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.012","BA","MT.012",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.013","BA","MT.013",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.014","BA","MT.014",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.015","BA","MT.015",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.016","BA","MT.016",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.017","BA","MT.017",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.018","BA","MT.018",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.019","BA","MT.019",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.020","BA","MT.020",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_MT.022","BA","MT.022",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BA_Pelagic","BA","Pelagic",NA,NA,"NA","originalDB.20160217"
"BA_shoreline","BA","shoreline",46.24,-89.49,"16T 307371E 5124083W","originalDB.20160217"
"BA_WholeLake","BA","WholeLake",NA,NA,"NA","originalDB.20160217"
"BA_WholeShoreline","BA","WholeShoreline",NA,NA,"NA","fishScapes2018.20190124"
"BC_DeepHole","BC","DeepHole",42.07,-86.19,"16T 566751E 4658874W","originalDB.20160217"
"BD_DeepHole","BD","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"BD_flight","BD","flight",NA,NA,"NA","siteIDs_20201008"
"BD_FN1","BD","FN1",46.0608187,-89.4984978,"NA","siteFISHINFO2016BLG.20170927"
"BD_FN2","BD","FN2",46.0608187,-89.48895,"NA","siteFISHINFO2017BLG.20171003"
"BD_FN3","BD","FN3",46.0608187,-89.48895,"NA","siteFISHINFO2017BLG.20171003"
"BD_FN5","BD","FN5",46.0608187,-89.4984978,"NA","siteFISHINFO2017BLG.20171003"
"BD_FN6","BD","FN6",46.0608187,-89.48895,"NA","siteFISHINFO2017BLG.20171003"
"BD_FNm","BD","FNm",46.0608187,-89.48895,"NA","siteFISHINFO2017BLG.20171003"
"BD_FNm1","BD","FNm1",46.0608187,-89.4984978,"NA","siteFISHINFO2017BLG.20171003"
"BD_FNm2","BD","FNm2",46.0608187,-87.4984978,"NA","siteFISHINFO2017BLG.20171003"
"BD_FNm5","BD","FNm5",46.0608187,-89.48895,"NA","siteFISHINFO2017BLG.20171003"
"BD_FNun","BD","FNun",46.0608187,-89.4984978,"NA","siteFISHINFO2016BLG.20170927"
"BE_A","BE","A",NA,NA,"NA","originalDB.20160217"
"BE_B","BE","B",NA,NA,"NA","originalDB.20160217"
"BE_C","BE","C",NA,NA,"NA","originalDB.20160217"
"BE_D","BE","D",NA,NA,"NA","originalDB.20160217"
"BE_DeepHole","BE","DeepHole",46.24,-89.51,"16T 306355E 5124660W","originalDB.20160217"
"BE_Littoral","BE","Littoral",NA,NA,"NA","originalDB.20160217"
"BE_Littoral.5","BE","Littoral.5",NA,NA,"NA","originalDB.20160217"
"BE_Littoral.6","BE","Littoral.6",NA,NA,"NA","originalDB.20160217"
"BE_Pelagic","BE","Pelagic",NA,NA,"NA","originalDB.20160217"
"BE_Shoreline","BE","Shoreline",NA,NA,"NA","originalDB.20160217"
"BG_DeepHole","BG","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"BG_FN2","BG","FN2",46.2001378,-89.4467206,"NA","siteFISHINFO2017BLG.20171003"
"BG_FN3","BG","FN3",46.2001378,-89.4467206,"NA","siteFISHINFO2016BLG.20170927"
"BG_FN5","BG","FN5",46.2001378,-89.4467206,"NA","siteFISHINFO2016BLG.20170927"
"BG_FN6","BG","FN6",46.2001378,-89.4467206,"NA","siteFISHINFO2017BLG.20171003"
"BG_FN7","BG","FN7",46.2001378,-89.4467206,"NA","siteFISHINFO2016BLG.20170927"
"BG_FN8","BG","FN8",46.2001378,-89.4467206,"NA","siteFISHINFO2017BLG.20171003"
"BG_FNbig","BG","FNbig",46.2001378,-89.4467206,"NA","siteFISHINFO2016BLG.20170927"
"BG_FNm4","BG","FNm4",46.2001378,-89.4467206,"NA","siteFISHINFO2017BLG.20171003"
"BG_FNm5","BG","FNm5",46.2001378,-89.4467206,"NA","siteFISHINFO2017BLG.20171003"
"BH_BoatLaunch","BH","BoatLaunch",46.2176675,-89.8383824,"NA","originalCreelUpdate_20190125"
"BH_DeepHole","BH","DeepHole",46.2,-89.83,"16T 281308E 5121137W","originalDB.20160217"
"BH_flight","BH","flight",NA,NA,"NA","siteIDs_20201008"
"BH_FN1","BH","FN1",46.21,-89.83,"16T 281084E 5122149W","originalDB.20160217"
"BH_FN2","BH","FN2",46.21,-89.83,"16T 281084E 5122149W","originalDB.20160217"
"BH_FN3","BH","FN3",46.21,-89.83,"16T 281084E 5122149W","originalDB.20160217"
"BH_FN4","BH","FN4",46.21,-89.83,"16T 281084E 5122149W","originalDB.20160217"
"BH_FN7","BH","FN7",46.2,-89.83,"NA","siteFISHINFO2017BLG.20171003"
"BH_FN8","BH","FN8",46.2,-89.83,"NA","siteFISHINFO2017BLG.20171003"
"BH_FN9","BH","FN9",46.2,-89.83,"NA","siteFISHINFO2016BLG.20170927"
"BH_FNm2","BH","FNm2",46.2,-89.83,"NA","siteFISHINFO2017BLG.20171003"
"BH_FNm5","BH","FNm5",46.2,-89.83,"NA","siteFISHINFO2017BLG.20171003"
"BH_FNmini","BH","FNmini",46.2,-89.83,"NA","siteFISHINFO2016BLG.20170927"
"BH_FNun","BH","FNun",46.2,-89.83,"NA","siteFISHINFO2016BLG.20170927"
"BH_PrivateDock","BH","PrivateDock",46.2176675,-89.8383824,"NA","originalCreelUpdate_20190125"
"BH_WholeShoreline","BH","WholeShoreline",NA,NA,"NA","fishScapes2018.20190124"
"BI_DeepHole","BI","DeepHole",41.87,-85.85,"16T 594891E 4636897W","originalDB.20160217"
"BK_BoatLaunch","BK","BoatLaunch",46.163005,-89.3161216,"NA","originalCreelUpdate_20190125"
"BK_DeepHole","BK","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"BK_flight","BK","flight",NA,NA,"NA","siteIDs_20201008"
"BK_FN1","BK","FN1",46.163005,-89.3161216,"NA","siteFISHINFO2017BLG.20171003"
"BK_FN2","BK","FN2",46.163005,-89.3161216,"NA","siteFISHINFO2016BLG.20170927"
"BK_FN3","BK","FN3",46.163005,-89.3161216,"NA","siteFISHINFO2016BLG.20170927"
"BK_FN4","BK","FN4",46.163005,-89.3161216,"NA","siteFISHINFO2017BLG.20171003"
"BK_FN5","BK","FN5",46.163005,-89.3161216,"NA","siteFISHINFO2017BLG.20171003"
"BK_FN6","BK","FN6",46.163005,-89.3161216,"NA","siteFISHINFO2017BLG.20171003"
"BK_FN8","BK","FN8",46.163005,-89.3161216,"NA","siteFISHINFO2017BLG.20171003"
"BK_FNm4","BK","FNm4",46.163005,-89.3161216,"NA","siteFISHINFO2017BLG.20171003"
"BK_FNm5","BK","FNm5",46.163005,-89.3161216,"NA","siteFISHINFO2017BLG.20171003"
"BK_FNun","BK","FNun",46.163005,-89.3161216,"NA","siteFISHINFO2016BLG.20170927"
"BK_WholeShoreline","BK","WholeShoreline",46.163005,-89.3161216,"NA","originalCreelUpdate_20190125"
"BL_DeepHole","BL","DeepHole",42.06,-86.28,"16T 559083E 4656935W","originalDB.20160217"
"BM_FN1","BM","FN1",46.01,-89.61,"16T 297588E 5099303W","originalDB.20160217"
"BM_FN3","BM","FN3",46.01,-89.61,"16T 297588E 5099303W","originalDB.20160217"
"BN_flight","BN","flight",NA,NA,"NA","siteIDs_20201008"
"BO_DeepHole","BO","DeepHole",46.23,-89.49,"16T 307651E 5122680W","originalDB.20160217"
"BO_FN1","BO","FN1",NA,NA,"NA","siteMonitoringFish.2017"
"BO_FN10","BO","FN10",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_FN11","BO","FN11",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_FN12","BO","FN12",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_FN2","BO","FN2",NA,NA,"NA","siteMonitoringFish.2017"
"BO_FN3","BO","FN3",NA,NA,"NA","siteMonitoringFish.2017"
"BO_FN4","BO","FN4",NA,NA,"NA","siteMonitoringFish.2017"
"BO_FN5","BO","FN5",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_FN6","BO","FN6",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_FN7","BO","FN7",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_FN8","BO","FN8",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_FN9","BO","FN9",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_Littoral.4","BO","Littoral.4",NA,NA,"NA","originalDB.20160217"
"BO_Littoral.5","BO","Littoral.5",NA,NA,"NA","originalDB.20160217"
"BO_Littoral.6","BO","Littoral.6",NA,NA,"NA","originalDB.20160217"
"BO_littoral5","BO","littoral5",NA,NA,"NA","siteGC(dic)2015.20170707"
"BO_littoral6","BO","littoral6",NA,NA,"NA","siteGC(dic)2015.20170707"
"BO_littoral7","BO","littoral7",NA,NA,"NA","siteGC(dic)2015.20170707"
"BO_littoral8","BO","littoral8",NA,NA,"NA","siteGC(dic)2015.20170707"
"BO_MT.001","BO","MT.001",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.002","BO","MT.002",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.003","BO","MT.003",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.004","BO","MT.004",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.005","BO","MT.005",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.006","BO","MT.006",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.007","BO","MT.007",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.008","BO","MT.008",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.009","BO","MT.009",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.010","BO","MT.010",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.011","BO","MT.011",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.012","BO","MT.012",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.013","BO","MT.013",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.014","BO","MT.014",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.015","BO","MT.015",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.016","BO","MT.016",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.017","BO","MT.017",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.018","BO","MT.018",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.019","BO","MT.019",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_MT.020","BO","MT.020",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BO_Pelagic","BO","Pelagic",46.23046,-89.4945,"16T 307651E 5122680W","siteRhodRelease.20170612"
"BO_pelagic1","BO","pelagic1",NA,NA,"NA","siteGC(dic)2015.20170707"
"BO_pelagic2","BO","pelagic2",NA,NA,"NA","siteGC(dic)2015.20170707"
"BO_pelagic3","BO","pelagic3",NA,NA,"NA","siteGC(dic)2015.20170707"
"BO_pelagic4","BO","pelagic4",NA,NA,"NA","siteGC(dic)2015.20170707"
"BOT_BoatLaunch","BOT","BoatLaunch",NA,NA,"NA","siteIDs_20201008"
"BOT_DeepHole","BOT","DeepHole",45.97,-89.33,"NA","siteColor.20200203"
"BOT_flight","BOT","flight",NA,NA,"NA","siteIDs_20201008"
"BOT_wholeShoreline","BOT","wholeShoreline",45.97,-89.33,"NA","siteFishInfo2019.20200529"
"BP_FN4","BP","FN4",46.1256012,-89.2849227,"NA","siteFISHINFO2016BLG.20170927"
"BP_FN5","BP","FN5",46.1256012,-89.2849227,"NA","siteFISHINFO2016BLG.20170927"
"BR_B","BR","B",NA,NA,"NA","originalDB.20160217"
"BR_C","BR","C",NA,NA,"NA","originalDB.20160217"
"BR_D","BR","D",NA,NA,"NA","originalDB.20160217"
"BR_DeepHole","BR","DeepHole",46.21,-89.47,"16T 309118E 5121214W","originalDB.20160217"
"BR_E","BR","E",NA,NA,"NA","originalDB.20160217"
"BR_FN1","BR","FN1",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN10","BR","FN10",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN11","BR","FN11",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN12","BR","FN12",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN2","BR","FN2",46.21,-89.47,"16T 309118E 5121214W","originalDB.20160217"
"BR_FN3","BR","FN3",NA,NA,"NA","siteMonitoringFish.2017"
"BR_FN4","BR","FN4",46.21,-89.47,"16T 309118E 5121214W","originalDB.20160217"
"BR_FN5","BR","FN5",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN6","BR","FN6",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN7","BR","FN7",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN8","BR","FN8",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_FN9","BR","FN9",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_Littoral","BR","Littoral",NA,NA,"NA","originalDB.20160217"
"BR_MT.001","BR","MT.001",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.002","BR","MT.002",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.003","BR","MT.003",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.004","BR","MT.004",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.005","BR","MT.005",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.006","BR","MT.006",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.007","BR","MT.007",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.008","BR","MT.008",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.009","BR","MT.009",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.010","BR","MT.010",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.011","BR","MT.011",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.012","BR","MT.012",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.013","BR","MT.013",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.014","BR","MT.014",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.015","BR","MT.015",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.016","BR","MT.016",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.017","BR","MT.017",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.018","BR","MT.018",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.019","BR","MT.019",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.020","BR","MT.020",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.021","BR","MT.021",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_MT.022","BR","MT.022",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"BR_Pelagic","BR","Pelagic",NA,NA,"NA","originalDB.20160217"
"BR_Shoreline","BR","Shoreline",NA,NA,"NA","originalDB.20160217"
"BS_DeepHole","BS","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"BS_FN2","BS","FN2",46.21,-89.47,"NA","siteFISHINFO2017BLG.20171003"
"BS_FN3","BS","FN3",45.9342965,-89.5197864,"NA","siteFISHINFO2016BLG.20170927"
"BS_FN4","BS","FN4",45.9342965,-89.5197864,"NA","siteFISHINFO2016BLG.20170927"
"BS_FN5","BS","FN5",46.21,-89.47,"NA","siteFISHINFO2017BLG.20171003"
"BS_FN6","BS","FN6",46.21,-89.47,"NA","siteFISHINFO2017BLG.20171003"
"BS_FN7","BS","FN7",46.21,-89.47,"NA","siteFISHINFO2017BLG.20171003"
