Run Number:,3,...3,Date:,20201112,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72
ENTER SCAN DATA HERE,Sample Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength,0,200,400,600,800,1000,2000,179,95,99,180,181,86,87,88,92,83,104,84,182,91,97,90,94,96,89,98,93,100,103,85,101,102,77,80,74,76,78,82,79,73,81,193,159,192,174,167,150,187,146,151,189,164,191,166,178,190,165,194,169,186,175,173,176,172,188,161,168,153,162,142
207,-2.786609125633617E-4,-0.000603431232792152,-0.000823105869688035,-0.000981367451408338,-0.00131557088328012,-0.00166281902405262,-0.00338075451919535,-0.000845061520740528,-0.00178639599413821,-0.000893529396064786,-0.00100688100408483,-0.000794481994209503,-0.00113595486399005,-0.00110014702369418,-0.00120552648601133,-0.000849793982249308,-0.000840042182138838,-0.00236442861511688,-0.00108025138058924,-0.00110283004664639,-0.000767553679955093,-0.000984942682584814,-0.000776799788653131,-0.00098034758226194,-0.000838410974140592,-0.00112513708926196,-0.000702597816416403,-0.000811570834354649,-0.00104646945933187,-0.00150626281592671,-0.00081332811366475,-0.00114912048446665,-0.00105774696720836,-0.000963053699793735,-0.0011402179909776,-0.00146246519550822,-0.000931271283603086,-0.00171102035928083,-0.00138589283871823,-0.00101222412627812,-0.001021610109184,-0.00129798880513817,-0.000895131161583258,-0.000799698005262164,-0.00124505948521775,-0.00131548753082189,-0.000916500262666032,-0.00140817781715078,-0.000770876757755383,-0.00225950841737355,-0.000689524936721253,-0.000855477720733411,-0.00172352612621326,-0.00106171134443116,-0.00121172238280842,-0.00101704743757991,-0.00104143935126831,-0.000903811892014741,-0.00105187169257756,-0.00297591591304231,-0.0013750078210949,-0.000990855528049072,-0.000835566079935141,-0.00122225322748484,-0.000895735753252341,-0.00113890503711913,-0.00146282354965722,-0.00122344358020775,-0.000974407128826203,-0.00115515078659821,-0.000790225162125714
208,-1.9053264440872103E-4,-0.00048596315590474,-0.000688820456163947,-0.000833286984242006,-0.00114374779194233,-0.0014670684730015,-0.00308245196983115,-0.000709935068709578,-0.00158529922061457,-0.000756818102409844,-0.000861587999700226,-0.000664051348293497,-0.000979440652944904,-0.000945187873052193,-0.00104327605400675,-0.000712238429085837,-0.000704535755507069,-0.00212921977207665,-0.000927300585721824,-0.000945405438134941,-0.000636271797482397,-0.000842239156965977,-0.000644922526880552,-0.000835537557128539,-0.000702588219013405,-0.000965607160545674,-0.000573022234923167,-0.000677029789489018,-0.00089489175322606,-0.00132663407946394,-0.000679366773303193,-0.000998228902025895,-0.00090465854299937,-0.000815209814208535,-0.000979712427689107,-0.00128018345414147,-0.000788990106087215,-0.00151436257306052,-0.00121111287826755,-0.000862719809586097,-0.000868634803070686,-0.00113200979844059,-0.000752248849594149,-0.000665637761074152,-0.00108019215212588,-0.00114718848400181,-0.000775892509377926,-0.00123142492595595,-0.000637060509292305,-0.00202978297540758,-0.000561224579468125,-0.000720571860524551,-0.00153338004587246,-0.000909432752412433,-0.00105300380268999,-0.000869581806161528,-0.00088864442421023,-0.000760913814909999,-0.0009054136974182,-0.00270784771206126,-0.00120050050600094,-0.000845445763410054,-0.000699353314610643,-0.00105677985318838,-0.000751783235765715,-0.000979878537783446,-0.00128305950649617,-0.00106184546751978,-0.000828976337502708,-0.000996432409401164,-0.000657788243866964
209,-1.0240437625408036E-4,-0.000368495079017324,-0.000554535042639862,-0.000685206517075671,-0.000971924700604525,-0.00127131792195039,-0.00278414942046694,-0.000574808616678631,-0.00138420244709092,-0.000620106808754902,-0.000716294995315621,-0.000533620702377495,-0.000822926441899755,-0.000790228722410198,-0.000881025622002187,-0.000574682875922366,-0.000569029328875301,-0.00189401092903643,-0.00077434979085441,-0.000787980829623489,-0.000504989915009701,-0.000699535631347139,-0.000513045265107974,-0.000690727531995141,-0.000566765463886218,-0.000806077231829398,-0.000443446653429932,-0.000542488744623391,-0.000743314047120261,-0.00114700534300115,-0.00054540543294164,-0.00084733731958514,-0.00075157011879038,-0.000667365928623331,-0.00081920686440061,-0.00109790171277473,-0.000646708928571344,-0.00131770478684021,-0.00103633291781688,-0.000713215492894069,-0.000715659496957372,-0.000966030791743025,-0.000609366537605037,-0.00053157751688614,-0.000915324819034016,-0.000978889437181725,-0.000635284756089816,-0.00105467203476112,-0.00050324426082923,-0.0018000575334416,-0.000432924222215001,-0.000585666000315691,-0.00134323396553167,-0.000757154160393708,-0.000894285222571574,-0.000722116174743149,-0.00073584949715215,-0.000618015737805254,-0.000758955702258837,-0.0024397795110802,-0.00102599319090697,-0.00070003599877104,-0.000563140549286148,-0.000891306478891921,-0.000607830718279089,-0.000820852038447763,-0.00110329546333512,-0.00090024735483181,-0.00068354554617921,-0.000837714032204118,-0.000525351325608214
210,-1.4276108099443158E-5,-0.000251027002129912,-0.000420249629115774,-0.000537126049909336,-0.000800101609266718,-0.00107556737089928,-0.00248584687110273,-0.000439682164647681,-0.00118310567356728,-0.00048339551509996,-0.000571001990931016,-0.000403190056461489,-0.000666412230854611,-0.000635269571768203,-0.00071877518999762,-0.000437127322758892,-0.000433522902243532,-0.00165880208599621,-0.00062139899598699,-0.000630556221112036,-0.000373708032537005,-0.000556832105728301,-0.000381168003335396,-0.000545917506861744,-0.000430942708759027,-0.000646547303113115,-0.000313871071936697,-0.000407947699757761,-0.000591736341014462,-0.000967376606538381,-0.000411444092580086,-0.000696445737144377,-0.00059848169458139,-0.00051952204303813,-0.000658701301112112,-0.000915619971407988,-0.000504427751055473,-0.0011210470006199,-0.000861552957366202,-0.000563711176202041,-0.000562684190844064,-0.000800051785045448,-0.000466484225615928,-0.000397517272698128,-0.000750457485942151,-0.000810590390361639,-0.000494677002801706,-0.000877919143566296,-0.000369428012366151,-0.00157033209147562,-0.000304623864961873,-0.00045076014010683,-0.00115308788519087,-0.000604875568374984,-0.000735566642453153,-0.000574650543324774,-0.000583054570094076,-0.000475117660700512,-0.000612497707099473,-0.00217171131009914,-0.000851485875813011,-0.000554626234132025,-0.00042692778396165,-0.000725833104595459,-0.000463878200792467,-0.000661825539112086,-0.000923531420174061,-0.000738649242143834,-0.000538114754855715,-0.000678995655007078,-0.000392914407349464
211,7.3852160055197513E-5,-0.000133558925242496,-0.000285964215591687,-0.000389045582743004,-0.000628278517928918,-0.000879816819848167,-0.00218754432173852,-0.000304555712616734,-0.000982008900043636,-0.000346684221445022,-0.000425708986546414,-0.000272759410545484,-0.000509898019809461,-0.000480310421126208,-0.000556524757993046,-0.000299571769595421,-0.000298016475611767,-0.00142359324295599,-0.000468448201119569,-0.000473131612600583,-0.000242426150064309,-0.000414128580109464,-0.000249290741562817,-0.000401107481728346,-0.00029511995363184,-0.000487017374396839,-0.000184295490443465,-0.00027340665489213,-0.000440158634908656,-0.0007877478700756,-0.00027748275221853,-0.000545554154703615,-0.000445393270372393,-0.000371678157452926,-0.000498195737823615,-0.000733338230041243,-0.000362146573539602,-0.000924389214399586,-0.000686772996915532,-0.000414206859510012,-0.000409708884730749,-0.000634072778347872,-0.00032360191362682,-0.00026345702851012,-0.000585590152850285,-0.000642291343541553,-0.000354069249513599,-0.000701166252371474,-0.000235611763903076,-0.00134060664950963,-0.000176323507708749,-0.00031585427989797,-0.000962941804850077,-0.000452596976356259,-0.000576848062334732,-0.000427184911906395,-0.000430259643035995,-0.000332219583595767,-0.000466039711940112,-0.00190364310911808,-0.000676978560719049,-0.000409216469493007,-0.000290715018637155,-0.000560359730299005,-0.000319925683305841,-0.000502799039776403,-0.00074376737701301,-0.000577051129455865,-0.000392683963532217,-0.000520277277810031,-0.000260477489090714
212,1.6198042820983818E-4,-0.000016090848355084,-0.000151678802067602,-0.000240965115576669,-0.000456455426591118,-0.000684066268797058,-0.00188924177237433,-0.000169429260585788,-0.000780912126519991,-0.00020997292779008,-0.000280415982161809,-0.000142328764629482,-0.000353383808764311,-0.00032535127048422,-0.000394274325988479,-0.000162016216431946,-0.000162510048979998,-0.00118838439991576,-0.000315497406252148,-0.000315707004089137,-0.000111144267591613,-0.000271425054490626,-0.000117413479790239,-0.000256297456594948,-0.000159297198504649,-0.000327487445680563,-0.0000547199089502293,-0.000138865610026503,-0.000288580928802858,-0.000608119133612819,-0.000143521411856976,-0.000394662572262859,-0.000292304846163403,-0.000223834271867722,-0.000337690174535117,-0.000551056488674505,-0.000219865396023731,-0.000727731428179272,-0.000511993036464861,-0.000264702542817991,-0.000256733578617434,-0.000468093771650295,-0.000180719601637711,-0.000129396784322108,-0.000420722819758419,-0.000473992296721466,-0.000213461496225489,-0.000524413361176646,-0.000101795515439998,-0.00111088120754366,-0.0000480231504556214,-0.00018094841968911,-0.000772795724509279,-0.000300318384337535,-0.000418129482216319,-0.000279719280488019,-0.000277464715977921,-0.000189321506491025,-0.000319581716780749,-0.00163557490813702,-0.000502471245625087,-0.000263806704853993,-0.000154502253312656,-0.000394886356002544,-0.000175973165819219,-0.000343772540440719,-0.00056400333385196,-0.000415453016767889,-0.000247253172208719,-0.000361558900612985,-0.000128040570831961
213,2.5010869636447539E-4,0.000101377228532328,-0.0000173933885435143,-0.0000928846484103338,-0.000284632335253311,-0.000488315717745949,-0.00159093922301012,-0.0000343028085548376,-0.000579815352996352,-0.0000732616341351383,-0.000135122977777204,-0.0000118981187134763,-0.000196869597719168,-0.000170392119842225,-0.000232023893983913,-0.0000244606632684753,-0.0000270036223482296,-0.000953175556875539,-0.000162546611384727,-0.000158282395577684,0.0000201376148810835,-0.000128721528871788,0.0000144637819823427,-0.000111487431461551,-0.0000234744433774622,-0.00016795751696428,0.0000748556725430061,-0.00000432456516087296,-0.000137003222697052,-0.000428490397150046,-0.00000956007149541943,-0.000243770989822097,-0.000139216421954413,-0.0000759903862825179,-0.00017718461124662,-0.00036877474730776,-0.0000775842185078597,-0.000531073641958958,-0.000337213076014184,-0.000115198226125962,-0.000103758272504126,-0.000302114764952718,-0.0000378372896485991,0.00000466345986590427,-0.000255855486666554,-0.00030569324990138,-0.0000728537429373795,-0.000347660469981817,0.0000320207330230769,-0.000881155765577679,0.0000802772067975029,-0.0000460425594802499,-0.000582649644168487,-0.00014803979231881,-0.000259410902097898,-0.000132253649069637,-0.00012466978891984,-0.0000464234293862838,-0.000173123721621385,-0.00136750670715596,-0.000327963930531125,-0.000118396940214979,-0.000018289487988158,-0.00022941298170609,-0.0000320206483325931,-0.000184746041105036,-0.00038423929069091,-0.000253854904079913,-0.000101822380885224,-0.000202840523415938,0.00000439634742678899
214,3.3823696451911606E-4,0.000218845305419744,0.000116892024980574,0.0000551958187560014,-0.000112809243915511,-0.000292565166694833,-0.00129263667364592,0.000100823643476109,-0.000378718579472706,0.0000634496595198,0.0000101700266074006,0.000118532527202529,-0.0000403553866740181,-0.0000154329692002297,-0.0000697734619793389,0.000113094889894999,0.000108502804283539,-0.000717966713835318,-0.00000959581651730629,-0.000000857787066231575,0.00015141949735378,0.0000139819967470492,0.000146341043754921,0.0000333225936718466,0.000112348311749728,-0.00000842758824800422,0.000204431254036241,0.000130216479704754,0.0000145744834087469,-0.000248861660687265,0.000124401268866134,-0.000092879407381341,0.0000138720022545766,0.0000718534993026862,-0.0000166790479581222,-0.000186493005941014,0.0000646969590080114,-0.000334415855738644,-0.000162433115563514,0.0000343060905660664,0.0000492170336091891,-0.000136135758255149,0.000105045022340509,0.000138723704053913,-0.0000909881535746879,-0.000137394203081301,0.000067754010350727,-0.000170907578786995,0.000165836981486155,-0.000651430323611701,0.000208577564050631,0.0000888633007286067,-0.000392503563827688,0.00000423879969992103,-0.000100692321979477,0.0000152119823487382,0.0000281251381382339,0.0000964746477184614,-0.0000266657264620246,-0.0010994385061749,-0.000153456615437163,0.0000270128244240359,0.000117923277336337,-0.0000639396074096285,0.000111931869154033,-0.000025719541769352,-0.00020447524752986,-0.0000922567913919439,0.0000436084104382742,-0.0000441221462188918,0.000136833265685539
215,4.2636523267375326E-4,0.000336313382307156,0.000251177438504661,0.00020327628592233,0.0000590138474222887,-0.0000968146156437241,-0.000994334124281709,0.000235950095507056,-0.00017762180594906,0.000200160953174742,0.000155463030992006,0.000248963173118531,0.000116158824371125,0.000139526181441765,0.0000924769700252279,0.00025065044305847,0.000244009230915308,-0.000482757870795096,0.000143354978350115,0.000156566821445221,0.000282701379826476,0.00015668552236589,0.000278218305527499,0.000178132618805244,0.000248171066876916,0.000151102340468279,0.000334006835529477,0.000264757524570385,0.000166152189514553,-0.000069232924224491,0.000258362609227691,0.0000580121750594215,0.000166960426463567,0.000219697384887883,0.000143826515330375,-0.00000421126457427618,0.000206978136523882,-0.00013775806951833,0.0000123468448871636,0.000183810407258095,0.000202192339722497,0.000029843248442428,0.000247927334329618,0.000272783948241925,0.0000738791795171778,0.0000309048437387854,0.000208361763638837,0.00000584531240783309,0.00029965322994923,-0.000421704881645717,0.000336877921303755,0.000223769160937467,-0.000202357483486897,0.000156517391718646,0.0000580262581389435,0.000162677613767114,0.000180920065196315,0.000239372724823203,0.000119792268697343,-0.000831370305193847,0.0000210506996567994,0.00017242258906305,0.000254136042660835,0.000101533766886833,0.000255884386640655,0.000133306957566331,-0.0000247112043688102,0.000069341321296032,0.000189039201761772,0.000114596230978148,0.000269270183944289
216,5.1449350082839393E-4,0.000453781459194568,0.000385462852028746,0.000351356753088665,0.000230836938760096,0.0000989359354073849,-0.000696031574917502,0.000371076547538006,0.0000234749675745785,0.000336872246829684,0.000300756035376611,0.000379393819034537,0.000272673035416275,0.000294485332083753,0.000254727402029802,0.000388205996221941,0.000379515657547073,-0.000247549027754874,0.000296305773217535,0.000313991429956674,0.000413983262299172,0.000299389047984728,0.000410095567300078,0.000322942643938642,0.000383993822004106,0.000310632269184555,0.000463582417022709,0.000399298569436015,0.000317729895620351,0.00011039581223829,0.000392323949589244,0.000208903757500177,0.000320048850672557,0.000367541270473087,0.000304332078618866,0.000178070476792469,0.000349259314039754,0.0000588997167019836,0.000187126805337834,0.000333314723950116,0.000355167645835812,0.000195822255140005,0.00039080964631873,0.000406844192429937,0.000238746512609044,0.000199203890558872,0.000348969516926947,0.000182598203602662,0.000433469478412309,-0.000191979439679739,0.000465178278556883,0.000358675021146327,-0.0000122114031460979,0.00030879598373737,0.000216744838257364,0.000310143245185496,0.000333714992254396,0.000382270801927948,0.000266250263856703,-0.000563302104212786,0.000195558014750762,0.000317832353702068,0.00039034880798533,0.000267007141183287,0.000399836904127281,0.000292333456902015,0.00015505283879224,0.000230939433984001,0.000334469993085267,0.000273314608175194,0.000401707102203039
217,6.026217689830346E-4,0.000571249536081984,0.000519748265552834,0.000499437220255,0.000402660030097896,0.000294686486458501,-0.000397729025553309,0.000506202999568953,0.000224571741098224,0.000473583540484625,0.000446049039761212,0.000509824464950542,0.000429187246461418,0.000449444482725749,0.000416977834034368,0.000525761549385415,0.000515022084178841,-0.0000123401847146459,0.000449256568084956,0.00047141603846812,0.000545265144771868,0.000442092573603566,0.000541972829072656,0.000467752669072039,0.000519816577131294,0.000470162197900831,0.000593157998515944,0.000533839614301642,0.00046930760172615,0.000290024548701064,0.000526285289950797,0.00035979533994094,0.000473137274881547,0.000515385156058292,0.000464837641907363,0.000360352218159214,0.000491540491555625,0.000255557502922291,0.000361906765788504,0.000482819040642145,0.000508142951949127,0.000361801261837581,0.000533691958307839,0.000540904436617949,0.000403613845700902,0.000367502937378958,0.000489577270215053,0.00035935109479749,0.000567285726875384,0.0000377460022862389,0.000593478635810007,0.000493580881355187,0.000177934677194694,0.000461074575756094,0.000375463418375785,0.000457608876603871,0.00048650991931247,0.00052516887903269,0.000412708259016063,-0.000295233903231731,0.000370065329844731,0.000463242118341086,0.000526561573309829,0.000432480515479748,0.000543789421613903,0.000451359956237699,0.00033481688195329,0.000392537546671977,0.000479900784408762,0.000432032985372241,0.000534144020461792
218,6.907500371376718E-4,0.000688717612969396,0.000654033679076921,0.000647517687421335,0.000574483121435702,0.00049043703750961,-0.0000994264761891017,0.000641329451599903,0.00042566851462187,0.000610294834139564,0.000591342044145814,0.000640255110866544,0.000585701457506568,0.000604403633367744,0.000579228266038935,0.000663317102548886,0.00065052851081061,0.000222868658325576,0.000602207362952377,0.000628840646979573,0.000676547027244564,0.000584796099222403,0.000673850090845234,0.000612562694205437,0.000655639332258484,0.000629692126617114,0.000722733580009179,0.000668380659167273,0.000620885307831956,0.000469653285163844,0.000660246630312354,0.000510686922381695,0.000626225699090544,0.000663229041643496,0.000625343205195861,0.000542633959525953,0.000633821669071496,0.000452215289142605,0.000536686726239181,0.000632323357334173,0.000661118258062435,0.000527780268535158,0.000676574270296947,0.000674964680805957,0.000568481178792768,0.000535801984199044,0.000630185023503163,0.000536103985992312,0.000701101975338462,0.000267471444252217,0.000721778993063135,0.000628486741564047,0.000368080757535493,0.000613353167774819,0.000534181998494199,0.000605074508022246,0.00063930484637055,0.000668066956137435,0.000559166254175431,-0.0000271657022506699,0.000544572644938693,0.000608651882980097,0.000662774338634327,0.000597953889776209,0.000687741939100525,0.000610386455573382,0.000514580925114347,0.000554135659359953,0.000625331575732264,0.000590751362569288,0.000666580938720542
219,7.7887830529231247E-4,0.000806185689856812,0.000788319092601009,0.000795598154587671,0.000746306212773502,0.000686187588560726,0.000198876073175105,0.00077645590363085,0.000626765288145509,0.000747006127794506,0.000736635048530422,0.00077068575678255,0.000742215668551711,0.000759362784009739,0.000741478698043509,0.000800872655712361,0.000786034937442379,0.000458077501365797,0.000755158157819798,0.000786265255491025,0.00080782890971726,0.000727499624841241,0.000805727352617813,0.000757372719338834,0.000791462087385671,0.00078922205533339,0.000852309161502415,0.000802921704032899,0.000772463013937755,0.000649282021626625,0.000794207970673908,0.000661578504822458,0.000779314123299533,0.0008110729272287,0.000785848768484358,0.000724915700892698,0.000776102846587367,0.000648873075362919,0.000711466686689852,0.000781827674026202,0.00081409356417575,0.000693759275232735,0.000819456582286056,0.000809024924993969,0.000733348511884634,0.00070410103101913,0.000770792776791273,0.00071285687718714,0.000834918223801537,0.000497196886218194,0.000850079350316259,0.000763392601772907,0.000558226837876284,0.000765631759793543,0.000692900578612619,0.000752540139440629,0.000792099773428624,0.000810965033242177,0.000705624249334791,0.000240902498730385,0.000719079960032655,0.000754061647619115,0.000798987103958822,0.000763427264072664,0.000831694456587151,0.000769412954909059,0.000694344968275397,0.000715733772047922,0.000770762367055759,0.000749469739766334,0.000799017856979292
220,8.6700657344695314E-4,0.000923653766744224,0.000922604506125094,0.000943678621754006,0.000918129304111302,0.000881938139611835,0.000497178622539313,0.000911582355661796,0.000827862061669155,0.000883717421449448,0.000881928052915024,0.000901116402698555,0.000898729879596862,0.000914321934651734,0.000903729130048075,0.000938428208875831,0.000921541364074147,0.000693286344406019,0.000908108952687219,0.000943689864002478,0.000939110792189956,0.000870203150460082,0.000937604614390391,0.000902182744472232,0.000927284842512858,0.000948751984049673,0.000981884742995646,0.00093746274889853,0.000924040720043561,0.000828910758089399,0.000928169311035464,0.000812470087263213,0.000932402547508523,0.000958916812813897,0.000946354331772856,0.000907197442259443,0.000918384024103238,0.000845530861583232,0.000886246647140529,0.00093133199071823,0.000967068870289065,0.000859738281930304,0.000962338894275168,0.000943085169181981,0.000898215844976499,0.00087240007783921,0.000911400530079383,0.000889609768381969,0.000968734472264615,0.000726922328184179,0.000978379707569387,0.000898298461981768,0.000748372918217083,0.000917910351812268,0.00085161915873104,0.000900005770859004,0.000944894700486705,0.000953863110346918,0.000852082244494151,0.000508970699711446,0.000893587275126617,0.000899471412258133,0.00093519986928332,0.000928900638369125,0.000975646974073777,0.000928439454244742,0.000874109011436447,0.000877331884735898,0.000916193158379253,0.000908188116963374,0.000931454775238042
221,9.5513484160159035E-4,0.00104112184363164,0.00105688991964918,0.00109175908892033,0.00108995239544911,0.00107768869066294,0.00079548117190352,0.00104670880769275,0.00102895883519279,0.00102042871510439,0.00102722105729963,0.00103154704861456,0.00105524409064201,0.00106928108529372,0.00106597956205265,0.00107598376203931,0.00105704779070591,0.00092849518744624,0.00106105974755464,0.00110111447251393,0.00107039267466265,0.00101290667607892,0.00106948187616297,0.00104699276960564,0.00106310759764005,0.00110828191276595,0.00111146032448888,0.00107200379376416,0.00107561842614936,0.00100853949455218,0.00106213065139702,0.000963361669703976,0.00108549097171751,0.0011067606983991,0.00110685989506135,0.00108947918362619,0.00106066520161911,0.00104218864780355,0.0010610266075912,0.00108083630741025,0.00112004417640237,0.00102571728862788,0.00110522120626428,0.00107714541336999,0.00106308317806837,0.0010406991246593,0.00105200828336749,0.0010663626595768,0.00110255072072769,0.000956647770150157,0.00110668006482251,0.00103320432219063,0.000938518998557875,0.001070188943831,0.00101033773884946,0.00104747140227739,0.00109768962754478,0.00109676118745166,0.000998540239653518,0.000777038900692508,0.00106809459022058,0.00104488117689714,0.00107141263460782,0.00109437401266559,0.0011195994915604,0.00108746595358043,0.0010538730545975,0.00103892999742387,0.00106162394970276,0.00106690649416042,0.00106389169349679
222,1.043263109756231E-3,0.00115858992051905,0.00119117533317327,0.00123983955608667,0.00126177548678691,0.00127343924171406,0.00109378372126771,0.00118183525972369,0.00123005560871644,0.00115714000875933,0.00117251406168423,0.00116197769453056,0.00121175830168715,0.00122424023593572,0.00122822999405722,0.00121353931520278,0.00119255421733768,0.00116370403048647,0.00121401054242206,0.00125853908102538,0.00120167455713535,0.00115561020169776,0.00120135913793555,0.00119180279473903,0.00119893035276724,0.00126781184148222,0.00124103590598212,0.00120654483862979,0.00122719613225516,0.00118816823101495,0.00119609199175857,0.00111425325214473,0.0012385793959265,0.0012546045839843,0.00126736545834985,0.00127176092499293,0.00120294637913498,0.00123884643402386,0.00123580656804187,0.00123034062410228,0.00127301948251569,0.00119169629532546,0.00124810351825339,0.001211205657558,0.00122795051116023,0.00120899817147938,0.0011926160366556,0.00124311555077162,0.00123636696919077,0.00118637321211613,0.00123498042207564,0.00116811018239949,0.00112866507889867,0.00122246753584972,0.00116905631896788,0.00119493703369576,0.00125048455460286,0.00123965926455641,0.00114499823481288,0.00104510710167356,0.00124260190531454,0.00119029094153616,0.00120762539993231,0.00125984738696204,0.00126355200904703,0.00124649245291611,0.00123363709775855,0.00120052811011184,0.00120705474102625,0.00122562487135747,0.00119632861175555
223,1.1313913779108717E-3,0.00127605799740646,0.00132546074669735,0.001387920023253,0.00143359857812471,0.00146918979276517,0.00139208627063192,0.00131696171175464,0.00143115238224009,0.00129385130241427,0.00131780706606884,0.00129240834044657,0.0013682725127323,0.00137919938657771,0.00139048042606178,0.00135109486836625,0.00132806064396945,0.00139891287352669,0.00136696133728947,0.00141596368953683,0.00133295643960804,0.00129831372731659,0.00133323639970813,0.00133661281987243,0.00133475310789443,0.00142734177019851,0.00137061148747535,0.00134108588349542,0.00137877383836096,0.00136779696747773,0.00133005333212013,0.00126514483458549,0.00139166782013549,0.00140244846956951,0.00142787102163835,0.00145404266635967,0.00134522755665085,0.00143550422024417,0.00141058652849255,0.00137984494079431,0.001425994788629,0.00135767530202303,0.0013909858302425,0.00134526590174601,0.0013928178442521,0.00137729721829947,0.00133322378994371,0.00141986844196645,0.00137018321765384,0.00141609865408211,0.00136328077932876,0.00130301604260835,0.00131881115923947,0.00137474612786845,0.0013277748990863,0.00134240266511414,0.00140327948166094,0.00138255734166115,0.00129145622997225,0.00131317530265462,0.0014171092204085,0.00133570070617518,0.00134383816525681,0.0014253207612585,0.00140750452653365,0.00140551895225179,0.0014134011409196,0.00136212622279982,0.00135248553234974,0.00138434324855451,0.0013287655300143
224,1.2195196460655089E-3,0.00139352607429388,0.00145974616022144,0.00153600049041934,0.00160542166946252,0.00166494034381628,0.00169038881999613,0.00145208816378559,0.00163224915576372,0.00143056259606921,0.00146310007045344,0.00142283898636257,0.00152478672377745,0.00153415853721971,0.00155273085806636,0.00148865042152972,0.00146356707060122,0.00163412171656691,0.00151991213215689,0.00157338829804828,0.00146423832208074,0.00144101725293543,0.0014651136614807,0.00148142284500583,0.00147057586302161,0.00158687169891478,0.00150018706896858,0.00147562692836105,0.00153035154446676,0.00154742570394051,0.00146401467248168,0.00141603641702625,0.00154475624434448,0.00155029235515471,0.00158837658492685,0.00163632440772642,0.00148750873416672,0.00163216200646449,0.00158536648894322,0.00152934925748634,0.00157897009474231,0.00152365430872061,0.00153386814223161,0.00147932614593402,0.00155768517734396,0.00154559626511955,0.00147383154323182,0.00159662133316128,0.00150399946611692,0.00164582409604809,0.00149158113658189,0.00143792190281721,0.00150895723958026,0.00152702471988717,0.00148649347920472,0.00148986829653252,0.00155607440871901,0.00152545541876589,0.00143791422513161,0.00158124350363568,0.00159161653550247,0.00148111047081419,0.00148005093058131,0.00159079413555496,0.00155145704402027,0.00156454545158748,0.00159316518408065,0.00152372433548779,0.00149791632367324,0.00154306162575155,0.00146120244827305
225,1.3076479142201496E-3,0.00151099415118129,0.00159403157374553,0.00168408095758568,0.00177724476080032,0.00186069089486739,0.00198869136936033,0.00158721461581654,0.00183334592928737,0.00156727388972415,0.00160839307483805,0.00155326963227858,0.0016813009348226,0.0016891176878617,0.00171498129007092,0.00162620597469319,0.00159907349723299,0.00186933055960713,0.00167286292702432,0.00173081290655974,0.00159552020455344,0.00158372077855427,0.00159699092325328,0.00162623287013923,0.0016063986181488,0.00174640162763107,0.00162976265046182,0.00161016797322668,0.00168192925057257,0.00172705444040329,0.00159797601284324,0.00156692799946701,0.00169784466855347,0.00169813624073991,0.00174888214821534,0.00181860614909316,0.00162978991168259,0.0018288197926848,0.00176014644939389,0.00167885357417837,0.00173194540085563,0.00168963331541818,0.00167675045422071,0.00161338639012203,0.00172255251043583,0.00171389531193964,0.00161443929651993,0.0017733742243561,0.00163781571458,0.00187554953801408,0.00161988149383501,0.00157282776302607,0.00169910331992106,0.0016793033119059,0.00164521205932314,0.00163733392795089,0.0017088693357771,0.00166835349587063,0.00158437222029097,0.00184931170461674,0.00176612385059643,0.00162652023545321,0.0016162636959058,0.00175626750985142,0.0016954095615069,0.00172357195092316,0.0017729292272417,0.00168532244817576,0.00164334711499674,0.0017017800029486,0.0015936393665318
226,1.3957761823747902E-3,0.0016284622280687,0.00172831698726962,0.001832161424752,0.00194906785213812,0.0020564414459185,0.00228699391872454,0.00172234106784749,0.00203444270281102,0.00170398518337909,0.00175368607922265,0.00168370027819458,0.00183781514586774,0.00184407683850369,0.00187723172207549,0.00176376152785667,0.00173457992386475,0.00210453940264736,0.00182581372189174,0.00188823751507119,0.00172680208702613,0.00172642430417311,0.00172886818502586,0.00177104289527262,0.00174222137327599,0.00190593155634734,0.00175933823195506,0.00174470901809231,0.00183350695667837,0.00190668317686607,0.00173193735320479,0.00171781958190777,0.00185093309276247,0.00184598012632511,0.00190938771150383,0.0020008878904599,0.00177207108919846,0.00202547757890511,0.00193492640984456,0.00182835789087039,0.00188492070696893,0.00185561232211576,0.00181963276620983,0.00174744663431005,0.00188741984352769,0.00188219435875972,0.00175504704980803,0.00195012711555093,0.00177163196304308,0.00210527497998005,0.00174818185108814,0.00170773362323493,0.00188924940026185,0.00183158190392462,0.00180393063944156,0.00178479955936927,0.00186166426283517,0.00181125157297538,0.00173083021545033,0.00211737990559779,0.00194063116569039,0.00177193000009222,0.0017524764612303,0.00192174088414788,0.00183936207899352,0.00188259845025884,0.00195269327040275,0.00184692056086373,0.00178877790632024,0.00186049838014565,0.00172607628479055
