"projectID","sampleID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","filterVol","sampleType","sampleAmount","POC","PON","metadataID","comments","flag","updateID"
17,"ME_Outlet_20190619_1333_Surface_0_Limno.Sample.20160505","ME","Outlet","2019-06-19","2019-06-19 13:33","Surface",0,0,140,"filter",NA,0.775,0.086,NA,NA,NA,NA
3,"ME_DeepHole_20190718_1400_PML_2_Limno.Sample.20160505","ME","DeepHole","2019-07-18","2019-07-18 14:00","PML",0,2,140,"filter",NA,0.513,0.078,NA,NA,NA,NA
3,"ME_DeepHole_20190718_1400_Hypo_4_Limno.Sample.20160505","ME","DeepHole","2019-07-18","2019-07-18 14:00","Hypo",4,4,140,"filter",NA,0.646,0.082,NA,NA,NA,NA
3,"ME_Outlet_20190718_1400_Surface_0_Limno.Sample.20160505","ME","Outlet","2019-07-18","2019-07-18 14:00","Surface",0,0,140,"filter",NA,0.724,0.517,NA,NA,NA,NA
15,"HB_DeepHole_20190520_1240_Hypo_3_Limno.Sample.20160505","HB","DeepHole","2019-05-20","2019-05-20 12:40","Hypo",3,3,140,"filter",NA,1.076,0.14,NA,NA,NA,NA
15,"HB_Outlet_20190520_1240_Surface_0_Limno.Sample.20160505","HB","Outlet","2019-05-20","2019-05-20 12:40","Surface",0,0,140,"filter",NA,0.629,0.08,NA,NA,NA,NA
3,"FE_DeepHole_20190521_1008_PML_1_Limno.Sample.20160505","FE","DeepHole","2019-05-21","2019-05-21 10:08","PML",0,1,140,"filter",NA,1.806,0.7,NA,NA,NA,NA
17,"CR_DeepHole_20190731_1050_PML_4_Limno.Sample.20160505","CR","DeepHole","2019-07-31","2019-07-31 10:50","PML",0,4,140,"filter",NA,0.461,0.071,NA,NA,NA,NA
17,"CR_DeepHole_20190731_1050_Hypo_9_Limno.Sample.20160505","CR","DeepHole","2019-07-31","2019-07-31 10:50","Hypo",9,9,140,"filter",NA,0.695,0.114,NA,NA,NA,NA
17,"CR_Outlet_20190731_1050_Surface_0_Limno.Sample.20160505","CR","Outlet","2019-07-31","2019-07-31 10:50","Surface",0,0,140,"filter",NA,0.373,0.076,NA,NA,NA,NA
3,"FE_DeepHole_20190521_1008_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-05-21","2019-05-21 10:08","Hypo",8,8,140,"filter",NA,0.61,0.085,NA,NA,NA,NA
34,"PE_DeepHole_20190801_948_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-08-01","2019-08-01 9:48","Hypo",9,9,140,"filter",NA,0.727,0.116,NA,NA,NA,NA
15,"HB_DeepHole_20190802_825_PML_0.5_Limno.Sample.20160505","HB","DeepHole","2019-08-02","2019-08-02 8:25","PML",0,0.5,140,"filter",NA,0.711,0.094,NA,NA,NA,NA
3,"FE_Inlet1_20190521_1008_Surface_0_Limno.Sample.20160505","FE","Inlet1","2019-05-21","2019-05-21 10:08","Surface",0,0,140,"filter",NA,0.484,0.054,NA,NA,NA,NA
15,"HB_Outlet_20190803_1345_Surface_0_Limno.Sample.20160505","HB","Outlet","2019-08-03","2019-08-03 13:45","Surface",0,0,100,"filter",NA,4.562,0.446,NA,NA,NA,NA
34,"BY_DeepHole_20190807_1200_PML_3.5_Limno.Sample.20160505","BY","DeepHole","2019-08-07","2019-08-07 12:00","PML",0,3.5,140,"filter",NA,0.52,0.121,NA,NA,NA,NA
34,"BY_DeepHole_20190807_1200_Hypo_7.5_Limno.Sample.20160505","BY","DeepHole","2019-08-07","2019-08-07 12:00","Hypo",7.5,7.5,140,"filter",NA,2.109,0.387,NA,NA,NA,NA
34,"JS_DeepHole_20190807_1350_PML_3.5_Limno.Sample.20160505","JS","DeepHole","2019-08-07","2019-08-07 13:50","PML",0,3.5,140,"filter",NA,0.642,0.088,NA,NA,NA,NA
34,"JS_DeepHole_20190807_1350_Hypo_7_Limno.Sample.20160505","JS","DeepHole","2019-08-07","2019-08-07 13:50","Hypo",7,7,140,"filter",NA,1.511,0.278,NA,NA,NA,NA
34,"PA_DeepHole_20190808_830_PML_2.5_Limno.Sample.20160505","PA","DeepHole","2019-08-08","2019-08-08 8:30","PML",0,2.5,140,"filter",NA,0.659,0.085,NA,NA,NA,NA
3,"WL_DeepHole_20190521_856_PML_2_Limno.Sample.20160505","WL","DeepHole","2019-05-21","2019-05-21 8:56","PML",0,2,140,"filter",NA,0.992,0.146,NA,NA,NA,NA
34,"PA_DeepHole_20190808_830_Hypo_8_Limno.Sample.20160505","PA","DeepHole","2019-08-08","2019-08-08 8:30","Hypo",8,8,140,"filter",NA,0.952,0.139,NA,NA,NA,NA
34,"PE_DeepHole_20190808_1000_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-08-08","2019-08-08 10:00","Hypo",9,9,140,"filter",NA,0.768,0.115,NA,NA,NA,NA
3,"FE_DeepHole_20190820_1340_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-08-20","2019-08-20 13:40","Hypo",8,8,140,"filter",NA,1.155,0.111,NA,NA,NA,NA
34,"PA_DeepHole_20190822_834_PML_3_Limno.Sample.20160505","PA","DeepHole","2019-08-22","2019-08-22 8:34","PML",0,3,120,"filter",NA,0.859,0.09,NA,NA,NA,NA
34,"PA_DeepHole_20190822_834_Hypo_8_Limno.Sample.20160505","PA","DeepHole","2019-08-22","2019-08-22 8:34","Hypo",8,8,60,"filter",NA,2.524,0.384,NA,NA,NA,NA
37,"AV_DeepHole_20190818_1150_Surface_0_fishScapesLimno.20190319","AV","DeepHole","2019-08-18","2019-08-18 11:50","Surface",0,0,140,"filter",NA,0.763,0.117,NA,NA,NA,NA
37,"BOT_DeepHole_20190820_1310_Surface_0_fishScapesLimno.20190319","BOT","DeepHole","2019-08-20","2019-08-20 13:10","Surface",0,0,100,"filter",NA,1.62,0.275,NA,NA,NA,NA
3,"FE_Inlet1_20190528_1058_Surface_0_Limno.Sample.20160505","FE","Inlet1","2019-05-28","2019-05-28 10:58","Surface",0,0,140,"filter",NA,0.307,0.041,NA,NA,NA,NA
15,"MO_Inlet1_20190603_1010_Surface_0_Limno.Sample.20160505","MO","Inlet1","2019-06-03","2019-06-03 10:10","Surface",0,0,140,"filter",NA,0.401,0.055,NA,NA,NA,NA
15,"MO_Inlet2_20190603_1010_Surface_0_Limno.Sample.20160505","MO","Inlet2","2019-06-03","2019-06-03 10:10","Surface",0,0,140,"filter",NA,0.318,0.045,NA,NA,NA,NA
34,"PE_DeepHole_20190515_1019_PML_1_Limno.Sample.20160505","PE","DeepHole","2019-05-15","2019-05-15 10:19","PML",0,1,140,"filter",NA,0.543,0.089,NA,NA,NA,NA
34,"PE_DeepHole_20190515_1019_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-05-15","2019-05-15 10:19","Hypo",9,9,140,"filter",NA,0.812,0.101,NA,NA,NA,NA
17,"MO_DeepHole_20190703_1040_Hypo_4_Limno.Sample.20160505","MO","DeepHole","2019-07-03","2019-07-03 10:40","Hypo",4,4,140,"filter",NA,1.474,0.274,NA,NA,NA,NA
17,"MO_Outlet_20190703_1040_Surface_0_Limno.Sample.20160505","MO","Outlet","2019-07-03","2019-07-03 10:40","Surface",0,0,140,"filter",NA,0.766,0.121,NA,NA,NA,NA
17,"MO_Inlet1_20190703_1040_Surface_0_Limno.Sample.20160505","MO","Inlet1","2019-07-03","2019-07-03 10:40","Surface",0,0,140,"filter",NA,0.499,0.063,NA,NA,NA,NA
34,"PA_DeepHole_20190703_915_PML_2_Limno.Sample.20160505","PA","DeepHole","2019-07-03","2019-07-03 9:15","PML",0,2,140,"filter",NA,0.402,0.063,NA,NA,NA,NA
34,"PA_DeepHole_20190703_915_Hypo_8_Limno.Sample.20160505","PA","DeepHole","2019-07-03","2019-07-03 9:15","Hypo",8,8,140,"filter",NA,1.375,0.188,NA,NA,NA,NA
34,"PE_DeepHole_20190703_1050_PML_1.5_Limno.Sample.20160505","PE","DeepHole","2019-07-03","2019-07-03 10:50","PML",0,1.5,140,"filter",NA,0.534,0.104,NA,NA,NA,NA
15,"CR_DeepHole_20190520_937_PML_3.5_Limno.Sample.20160505","CR","DeepHole","2019-05-20","2019-05-20 9:37","PML",0,3.5,140,"filter",NA,0.454,0.109,NA,NA,NA,NA
15,"CR_DeepHole_20190520_937_Hypo_8_Limno.Sample.20160505","CR","DeepHole","2019-05-20","2019-05-20 9:37","Hypo",8,8,140,"filter",NA,0.752,0.104,NA,NA,NA,NA
15,"CR_Outlet_20190520_937_Surface_0_Limno.Sample.20160505","CR","Outlet","2019-05-20","2019-05-20 9:37","Surface",0,0,140,"filter",NA,0.436,0.073,NA,NA,NA,NA
15,"HB_DeepHole_20190520_1240_PML_0.5_Limno.Sample.20160505","HB","DeepHole","2019-05-20","2019-05-20 12:40","PML",0,0.5,140,"filter",NA,0.898,0.123,NA,NA,NA,NA
17,"NG_DeepHole_20190729_836_Hypo_4.5_Limno.Sample.20160505","NG","DeepHole","2019-07-29","2019-07-29 8:36","Hypo",4.5,4.5,140,"filter",NA,0.903,0.121,NA,NA,NA,NA
3,"FE_DeepHole_20190730_1001_PML_2_Limno.Sample.20160505","FE","DeepHole","2019-07-30","2019-07-30 10:01","PML",0,2,140,"filter",NA,0.733,0.109,NA,NA,NA,NA
3,"FE_DeepHole_20190730_1001_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-07-30","2019-07-30 10:01","Hypo",8,8,140,"filter",NA,0.736,0.102,NA,NA,NA,NA
3,"FE_Inlet1_20190730_1001_Surface_0_Limno.Sample.20160505","FE","Inlet1","2019-07-30","2019-07-30 10:01","Surface",0,0,140,"filter",NA,0.514,0.082,NA,NA,NA,NA
3,"ME_DeepHole_20190730_1041_PML_2_Limno.Sample.20160505","ME","DeepHole","2019-07-30","2019-07-30 10:41","PML",0,2,140,"filter",NA,0.831,0.134,NA,NA,NA,NA
3,"ME_DeepHole_20190730_1041_Hypo_3_Limno.Sample.20160505","ME","DeepHole","2019-07-30","2019-07-30 10:41","Hypo",3,3,140,"filter",NA,0.643,0.099,NA,NA,NA,NA
17,"MO_DeepHole_20190731_938_PML_2_Limno.Sample.20160505","MO","DeepHole","2019-07-31","2019-07-31 9:38","PML",0,2,140,"filter",NA,1.439,0.198,NA,NA,NA,NA
17,"MO_DeepHole_20190731_938_Hypo_4.5_Limno.Sample.20160505","MO","DeepHole","2019-07-31","2019-07-31 9:38","Hypo",4.5,4.5,120,"filter",NA,1.585,0.258,NA,NA,NA,NA
17,"MO_Outlet_20190731_938_Surface_0_Limno.Sample.20160505","MO","Outlet","2019-07-31","2019-07-31 9:38","Surface",0,0,70,"filter",NA,2.167,0.26,NA,NA,NA,NA
17,"MO_Inlet3_20190731_938_Surface_0_Limno.Sample.20160505","MO","Inlet3","2019-07-31","2019-07-31 9:38","Surface",0,0,140,"filter",NA,0.572,0.075,NA,NA,NA,NA
33,"BR_DeepHole_20190731_1205_PML_2.5_Limno.Sample.20160505","BR","DeepHole","2019-07-31","2019-07-31 12:05","PML",0,2.5,140,"filter",NA,0.688,0.119,NA,NA,NA,NA
33,"BR_DeepHole_20190731_1205_Hypo_4_Limno.Sample.20160505","BR","DeepHole","2019-07-31","2019-07-31 12:05","Hypo",4,4,140,"filter",NA,2.177,0.333,NA,NA,NA,NA
33,"TF_DeepHole_20190731_1045_PML_4_Limno.Sample.20160505","TF","DeepHole","2019-07-31","2019-07-31 10:45","PML",0,4,140,"filter",NA,0.647,0.104,NA,NA,NA,NA
33,"TF_DeepHole_20190731_1045_Hypo_6.5_Limno.Sample.20160505","TF","DeepHole","2019-07-31","2019-07-31 10:45","Hypo",6.5,6.5,140,"filter",NA,0.716,0.146,NA,NA,NA,NA
34,"PE_DeepHole_20190808_1000_PML_2_Limno.Sample.20160505","PE","DeepHole","2019-08-08","2019-08-08 10:00","PML",0,2,140,"filter",NA,1.176,0.193,NA,NA,NA,NA
15,"CR_DeepHole_20191006_845_Hypo_10_Limno.Sample.20160505","CR","DeepHole","2019-10-06","2019-10-06 8:45","Hypo",10,10,140,"filter",NA,0.557,0.092,NA,NA,NA,NA
3,"WL_DeepHole_20190528_915_PML_2_Limno.Sample.20160505","WL","DeepHole","2019-05-28","2019-05-28 9:15","PML",0,2,140,"filter",NA,0.713,0.106,NA,NA,NA,NA
3,"WL_DeepHole_20190528_915_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-05-28","2019-05-28 9:15","Hypo",8,8,140,"filter",NA,0.778,0.133,NA,NA,NA,NA
15,"PA_DeepHole_20190529_838_PML_1.5_Limno.Sample.20160505","PA","DeepHole","2019-05-29","2019-05-29 8:38","PML",0,1.5,140,"filter",NA,0.566,0.083,NA,NA,NA,NA
15,"PA_DeepHole_20190529_838_Hypo_6.5_Limno.Sample.20160505","PA","DeepHole","2019-05-29","2019-05-29 8:38","Hypo",6.5,6.5,140,"filter",NA,1.275,0.178,NA,NA,NA,NA
15,"PE_DeepHole_20190529_1015_PML_1_Limno.Sample.20160505","PE","DeepHole","2019-05-29","2019-05-29 10:15","PML",0,1,140,"filter",NA,0.489,0.079,NA,NA,NA,NA
15,"PE_DeepHole_20190529_1015_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-05-29","2019-05-29 10:15","Hypo",9,9,140,"filter",NA,0.693,0.113,NA,NA,NA,NA
33,"CB_DeepHole_20190531_1045_PML_0.75_Limno.Sample.20160505","CB","DeepHole","2019-05-31","2019-05-31 10:45","PML",0,0.75,140,"filter",NA,0.552,0.077,NA,NA,NA,NA
33,"CB_DeepHole_20190531_1045_Hypo_2.5_Limno.Sample.20160505","CB","DeepHole","2019-05-31","2019-05-31 10:45","Hypo",2.5,2.5,140,"filter",NA,0.591,0.083,NA,NA,NA,NA
