"docID","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","replicate","comments","sampleID","DOC_mgL","runID"
"D41",15,"HB","Outlet","6/10/2020","11:40","Surface",0,0,1,NA,"HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505",22.8473512983966,"5"
"D42",15,"HB","Outlet","6/10/2020","11:40","Surface",0,0,2,NA,"HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505",22.3354648489196,"3"
"D43",17,"ME","DeepHole","6/10/2020","9:36","PML",0,1,1,NA,"ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505",7.89987699631592,"5"
"D44",17,"ME","DeepHole","6/10/2020","9:36","PML",0,1,2,NA,"ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505",7.84883498703432,"4"
"D45",17,"ME","DeepHole","6/10/2020","9:36","Hypo",3.5,3.5,1,NA,"ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505",14.2764167689166,"2"
"D46",17,"ME","DeepHole","6/10/2020","9:36","Hypo",3.5,3.5,2,NA,"ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505",14.4652817285907,"5"
"D47",17,"ME","Outlet","6/10/2020","9:36","Surface",0,0,1,NA,"ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505",8.91635635468396,"3"
"D48",17,"ME","Outlet","6/10/2020","9:36","Surface",0,0,2,NA,"ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505",9.23274944940705,"5"
"D49",15,"CR","DeepHole","6/11/2020","9:30","PML",0,2.5,1,NA,"CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505",4.9666822294924,"4"
"D5",3,"WL","DeepHole","6/4/2020","9:15","Hypo",8,8,1,NA,"WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505",6.83466483507161,"3"
"D50",15,"CR","DeepHole","6/11/2020","9:30","PML",0,2.5,2,NA,"CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505",4.98490571027059,"5"
"D51",15,"CR","DeepHole","6/11/2020","9:30","Hypo",8,8,1,NA,"CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505",5.06758131696812,"4"
"D52",15,"CR","DeepHole","6/11/2020","9:30","Hypo",8,8,2,NA,"CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505",4.78210385214673,"5"
"D53",15,"CR","Outlet","6/11/2020","9:30","Surface",0,0,1,NA,"CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505",4.61387132547934,"3"
"D54",15,"CR","Outlet","6/11/2020","9:30","Surface",0,0,2,NA,"CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505",4.90549534413775,"5"
"D55",15,"MO","DeepHole","6/12/2020","9:25","PML",0,1.5,1,NA,"MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505",15.1493350883054,"3"
"D56",15,"MO","DeepHole","6/12/2020","9:25","PML",0,1.5,2,NA,"MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505",14.775593005479,"5"
"D57",15,"MO","DeepHole","6/12/2020","9:25","Hypo",4.5,4.5,1,NA,"MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505",10.3628200443743,"5"
"D58",15,"MO","DeepHole","6/12/2020","9:25","Hypo",4.5,4.5,2,NA,"MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505",12.7688766858666,"3"
"D59",15,"MO","Inlet1","6/12/2020","9:25","Surface",0,0,1,NA,"MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505",11.2656548224077,"5"
"D6",3,"WL","DeepHole","6/4/2020","9:15","Hypo",8,8,2,NA,"WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505",6.83699978807642,"5"
"D60",15,"MO","Inlet1","6/12/2020","9:25","Surface",0,0,2,NA,"MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505",12.5804086656019,"4"
"D61",15,"MO","Inlet2","6/12/2020","9:25","Surface",0,0,1,NA,"MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",26.6150677469146,"5"
"D62",15,"MO","Inlet2","6/12/2020","9:25","Surface",0,0,2,NA,"MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",27.0359025277189,"3"
"D63",15,"MO","Inlet3","6/12/2020","9:25","Surface",0,0,1,NA,"MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",65.1083264563514,"5"
"D64",15,"MO","Inlet3","6/12/2020","9:25","Surface",0,0,2,NA,"MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",64.1457776061379,"4"
"D65",17,"BR","DeepHole","6/15/2020","11:42","PML",0,2,1,NA,"BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505",10.5541310888822,"3"
"D66",17,"BR","DeepHole","6/15/2020","11:42","PML",0,2,2,NA,"BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505",10.0439568819025,"5"
"D67",17,"BR","DeepHole","6/15/2020","11:42","Hypo",3.5,3.5,1,NA,"BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",10.7134473532993,"5"
"D68",17,"BR","DeepHole","6/15/2020","11:42","Hypo",3.5,3.5,2,NA,"BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",10.1362766525134,"4"
"D69",17,"BA","DeepHole","6/15/2020","14:00","PML",0,2.5,1,NA,"BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",6.29519103045388,"3"
"D7",3,"FE","DeepHole","6/4/2020","10:45","PML",0,0.5,1,NA,"FE_DeepHole_20200604_1045_PML_0.5_Limno.Sample.20160505",13.8315573503009,"4"
"D70",17,"BA","DeepHole","6/15/2020","14:00","PML",0,2.5,2,NA,"BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",0.0460339282676202,"6"
"D71",17,"BA","DeepHole","6/15/2020","14:00","Hypo",6.5,6.5,1,NA,"BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505",5.32631543068078,"3"
"D72",17,"BA","DeepHole","6/15/2020","14:00","Hypo",6.5,6.5,2,NA,"BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505",5.49557544940175,"5"
"D73",3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,1,NA,"FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",13.8042793243258,"3"
"D73",3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,1,NA,"FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",13.4362703370137,"4"
"D74",3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,2,NA,"FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",13.8788667171482,"5"
"D74",3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,2,NA,"FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",13.0810979619983,"5"
"D75",3,"FE","DeepHole","6/16/2020","10:35","Hypo",8,8,1,NA,"FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",17.9185639171118,"4"
"D75",3,"FE","DeepHole","6/16/2020","10:35","Hypo",8,8,1,NA,"FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",18.4186962640654,"5"
"D76",3,"FE","DeepHole","6/16/2020","10:35","Hypo",8,8,2,NA,"FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",18.4551096528651,"4"
"D76",3,"FE","DeepHole","6/16/2020","10:35","Hypo",8,8,2,NA,"FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",17.8176208773369,"5"
"D77",3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,1,NA,"FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",65.6481957810981,"3"
"D77",3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,1,NA,"FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",69.9462503007518,"5"
"D78",3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,2,NA,"FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",69.5551473257511,"3"
"D78",3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,2,NA,"FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",66.3911092938818,"5"
"D79",3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,1,NA,"WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",6.87820980584792,"3"
"D79",3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,1,NA,"WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",6.59412515807146,"4"
"D8",3,"FE","DeepHole","6/4/2020","10:45","PML",0,0.5,2,NA,"FE_DeepHole_20200604_1045_PML_0.5_Limno.Sample.20160505",14.1109893258442,"5"
"D80",3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,2,NA,"WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",7.10699503292806,"5"
"D80",3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,2,NA,"WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",6.68062245169176,"5"
"D81",3,"WL","DeepHole","6/16/2020","8:56","Hypo",8,8,1,NA,"WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505",7.53426724372765,"4"
"D81",3,"WL","DeepHole","6/16/2020","8:56","Hypo",8,8,1,NA,"WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505",6.95023958445638,"4"
"D82",3,"WL","DeepHole","6/16/2020","8:56","Hypo",8,8,2,NA,"WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505",6.80645733956379,"5"
"D82",3,"WL","DeepHole","6/16/2020","8:56","Hypo",8,8,2,NA,"WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505",7.19740068052545,"5"
"D83",17,"PA","DeepHole","6/17/2020","9:20","PML",0,2,1,NA,"PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505",4.35416541611034,"4"
"D84",17,"PA","DeepHole","6/17/2020","9:20","PML",0,2,2,NA,"PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505",4.55242463933176,"5"
"D85",17,"PA","DeepHole","6/17/2020","9:20","Hypo",5.5,5.5,1,NA,"PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505",3.71434649670544,"4"
"D86",17,"PA","DeepHole","6/17/2020","9:20","Hypo",5.5,5.5,2,NA,"PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505",3.57995307868964,"5"
"D87",17,"PE","DeepHole","6/17/2020","10:38","PML",0,2,1,NA,"PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505",5.2720047262893,"5"
"D88",17,"PE","DeepHole","6/17/2020","10:38","PML",0,2,2,NA,"PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505",5.18358469313618,"3"
"D89",17,"PE","DeepHole","6/17/2020","10:38","Hypo",9,9,1,NA,"PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505",6.0526697102721,"5"
"D9",3,"FE","DeepHole","6/4/2020","10:45","Hypo",8,8,1,NA,"FE_DeepHole_20200604_1045_Hypo_8_Limno.Sample.20160505",18.7079508955984,"4"
"D90",17,"PE","DeepHole","6/17/2020","10:38","Hypo",9,9,2,NA,"PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505",7.52239676284815,"4"
"D91",15,"MO","DeepHole","6/22/2020","9:05","PML",0,3.5,1,NA,"MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505",15.244892107509,"3"
"D92",15,"MO","DeepHole","6/22/2020","9:05","PML",0,3.5,2,NA,"MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505",14.0804468773316,"5"
"D93",15,"MO","DeepHole","6/22/2020","9:05","Hypo",7,7,1,NA,"MO_DeepHole_20200622_0905_Hypo_7_Limno.Sample.20160505",12.3505225935762,"5"
"D94",15,"MO","DeepHole","6/22/2020","9:05","Hypo",7,7,2,NA,"MO_DeepHole_20200622_0905_Hypo_7_Limno.Sample.20160505",13.4433926255414,"4"
"D95",15,"MO","Inlet1","6/22/2020","9:05","Surface",0,0,1,NA,"MO_Inlet1_20200622_0905_Surface_0_Limno.Sample.20160505",11.7201264562756,"5"
"D96",15,"MO","Inlet1","6/22/2020","9:05","Surface",0,0,2,NA,"MO_Inlet1_20200622_0905_Surface_0_Limno.Sample.20160505",11.1037208441925,"4"
"D97",15,"MO","Inlet2","6/22/2020","9:05","Surface",0,0,1,NA,"MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505",24.9511151519465,"5"
"D98",15,"MO","Inlet2","6/22/2020","9:05","Surface",0,0,2,NA,"MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505",25.6606072007001,"3"
"D99",15,"MO","Inlet3","6/22/2020","9:05","Surface",0,0,1,NA,"MO_Inlet3_20200622_0905_Surface_0_Limno.Sample.20160505",46.5972710664586,"3"
