Run Number:,2,...3,Date:,20201111,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COEFFICIENTS OF 3RD-ORDER POLYNOMIAL (c3*x^3)+(c2*x^2)+c1*x)+b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,-1.8559906716879349E-7,0.000000927727936613939,0.00000235618699427731,0.00000518131481994306,0.00000784909428704262,0.0000106230624090171,0.0000133341403078158,0.0000101319483321007,-0.000000163937716201588,0.0000000732489830009186,0.000000158604652455215,0.0000000386236657545381,0.00000741487296689767,-0.00000173285124292236,0.000000048593201291752,0.00000334944557279698,-0.000000539583344449199,0.0000111678970658313,-0.00000310109942682091,0.00000205464950614681,0.0000069953715445298,0.00000286230965163281,0.000000475101332649948,0.000000180665609165412,0.00000633546795270322,-0.000000543886986905099,0.00000410201578550603,0.00000336538181157234,0.00000718942695097764,0.0000016862555112547,0.00000786940984260161,0.00000189209792542156,0.000000744786249863672,0.000000543563996377978,0.00000418082144866941,0.000000229902985378011,-0.000000444721958460206,0.00000388939494493337,0.000000426609567529048,0.0000104314965396476,0.000000289720447352105,0.0000110657740435404,0.00000182685973122381,0.0000040082702036742,-0.00000222048733357918,-0.000000762929149231116,0.000000110884425902823,0.000000130575649492481,0.0000021643070041974,-0.0000000334023484769562,0.0000125964555176383,-0.000000223208076123021,-0.00000159945916743391,-0.000000761036325319578,-0.000000593077447001413,-0.000000425456039670334,0.000000710735828674046,-0.000000342627722484281,0.000000155749522404796,-0.00000075679812941231,0.00000395230178776523,-0.000000418090471617268,0.0000129508423850723,0.0000031752895398613,0.000000468116369314336,0.0000000164011364945746,0.0000000616503614829276,-0.000000838076528219051,-0.000000880127596538168,0.00000196993610083717,-0.000000103372680636511,-0.000000521667819367401
c2,1.2895586041573911E-4,-0.000584041880768804,-0.00152207691641215,-0.00337125058890949,-0.00511371940807619,-0.00692435109154009,-0.0086939148757914,-0.00685993499115866,0.000162787018324901,0.0000105921074158247,-0.0000617927729804818,0.0000344518594784814,-0.00497694740198332,0.00127688609908965,0.0000256221017665277,-0.00222720764565873,0.000422014767449765,-0.00752150520828756,0.00221560983575907,-0.00133797371720499,-0.00468864874249859,-0.00181194549657967,-0.000240239704821066,-0.0000770956719512889,-0.00424668434436419,0.000440171374333372,-0.00273810515233743,-0.00214933611943035,-0.00482620625317816,-0.00109001713555479,-0.00522702109919859,-0.00122880158771588,-0.000407914291147954,-0.000326018509477299,-0.00279864245937058,-0.000110542554685026,0.000408171556339491,-0.00259807677821538,-0.000233451068590942,-0.00706018667188194,-0.000137173637294562,-0.00746775752651608,-0.00114019234128814,-0.00267584082237776,0.00163091711869451,0.000578538760838374,-0.0000269844399952615,-0.0000254902045497611,-0.0014096488092201,0.000100000988438785,-0.00853796265114298,0.00020805242253243,0.00118067034574396,0.000586299349664249,0.000455085018299684,0.000352402509057723,-0.000430721582349465,0.00028657952801708,-0.000045880398384273,0.000571147796063449,-0.00263942976149318,0.000335115842725352,-0.0087789291940515,-0.00209515482189815,-0.000257868775810547,0.0000379299656890459,0.0000240596242130469,0.000617508564267888,0.000653675778462652,-0.00124047109085878,0.000142892823201186,0.000416343651033358
c1,-3.004805118564751E-2,0.119260519356339,0.322202371554255,0.720820538835707,1.0953714836189,1.48427456041013,1.86432566542075,1.52310763049463,-0.0522625859949409,-0.0209458791484437,-0.00102615735184989,-0.025483957068854,1.09119794407134,-0.31750032177142,-0.0238491898960019,0.481260407652339,-0.11147913380656,1.65137463662141,-0.530324193055642,0.280110461753487,1.02546635269197,0.364423202662072,0.0263201755657801,0.00254433540082549,0.928483459021695,-0.119836323479509,0.595046687192298,0.437357751775783,1.05846448819362,0.225396481767387,1.12701066494966,0.256016307441038,0.0593231631420125,0.0581504428012449,0.610456765177565,0.0100618955588863,-0.125231581435182,0.564947254939011,0.0338658626715023,1.56622337959362,0.0120505282936899,1.64927650729595,0.222147238895168,0.581254294781153,-0.402965750261986,-0.147870865571657,-0.0094318198786071,-0.0136796277785868,0.295262006022191,-0.0482629483857763,1.8974550258908,-0.0648056613086315,-0.294554617518271,-0.152175114802232,-0.118200025237615,-0.0981793600381148,0.0794503671437995,-0.0809459994069992,-0.00833767265612016,-0.145440498231357,0.573528085895481,-0.0909801009144512,1.95112209333596,0.447644002207801,0.037670129849888,-0.0243497251088092,-0.0261574101314498,-0.153221342331527,-0.163510588021474,0.245517634484698,-0.0566328274681033,-0.112282351017266
b,2.3661979439204148,-7.78918829215938,-22.2136782464243,-50.439776705802,-76.8546052868743,-104.256310933426,-131.029250679833,-108.977114643047,5.62693005578823,3.66568479377034,1.90515029799701,3.76142748959604,-76.3842918694587,26.9420604909814,3.8314460930323,-32.7367454263522,10.0765962744746,-115.231673316382,42.7679438874617,-17.9484585128869,-71.4065066034266,-21.8732105309631,1.54614679542647,1.62113612142853,-64.5538609572985,11.1115297223117,-40.9876303408056,-26.7442121707482,-74.1447356666303,-14.0711697553524,-76.3898605408519,-16.2433846806179,-0.374702342074549,-2.28985071399607,-42.1971168197581,1.06682763321916,13.1772854250553,-38.84363802648,-0.19476859769367,-111.840553525278,1.30673936006881,-116.808414878719,-12.0961787344353,-39.867549938701,33.8148418763253,12.8683520537314,2.57559901941165,3.2247266526834,-18.9620131621478,6.82386751024222,-135.800968779366,7.00237457467043,25.1998240826626,13.4349939512112,10.5366194247605,9.34609212152796,-3.66677434309729,7.86546829944422,2.77819995475108,12.6279051494254,-39.3422905789078,8.50758867877485,-139.616005633429,-29.8556092107818,-0.256362458249703,3.7341200195284,4.33496192678796,12.9225036318665,13.8954650538026,-13.9049393903466,7.33881729712337,10.3768246990049
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXIMUM OF DOUBLE DERIVATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIS IS THE VALUE YOU USE FOR EACH SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX,3.5192840228926011E-5,0.000223508143383301,0.000490126658591676,0.0010294710520956,0.00154620261441154,0.00208589143044543,0.00261338071014092,0.00147805251583374,0.000128848777207897,0.000131057689333027,0.000114321432721859,0.00012683921758877,0.00116841464637987,0.000474350706672468,0.000124134005470683,0.000569753067878014,0.000196529521560491,0.00170883518217178,0.000709900359333048,0.000406026824810233,0.00111575983179751,0.000669573484289872,0.00023217258933279,0.00011680706984554,0.00100983324032645,0.000227678364380626,0.000676813373584173,0.000749400478497825,0.00113172792011014,0.000349348995772473,0.00135007256550523,0.000380543712700588,0.000301350792499601,0.000163308975612369,0.000673947254262954,0.000123769368696966,0.000282676762526734,0.000637938860969299,0.000173012214111689,0.00152687146570746,0.000160233396439034,0.00166314601227846,0.000459904914259432,0.00066072366075578,0.000597249437094008,0.00024156254259941,0.000112357758863711,0.000144883065139199,0.000427162887855911,0.000159919158705222,0.00181875797417143,0.000148255153717234,0.000441989690567225,0.000259355108945004,0.000198477100197672,0.000194257770511046,0.00020466057831214,0.000162005789053024,0.000141863486838648,0.000234137836832126,0.000649593158661476,0.000168523119509983,0.0018684051895055,0.000572624665995639,0.000186437002350411,0.000100461636119954,0.000140594790650485,0.000229325294672916,0.000251198441079502,0.000473961969538189,0.000161738429638558,0.000206685918825835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Aliquot],15.06428007630867,77.8360477944338,166.708886197225,346.490350698533,518.734204803848,698.630476815142,874.46023671364,496.017505277915,46.2829257359658,47.0192297776758,41.440477573953,45.61307252959,392.804882126623,161.450235557489,44.7113351568944,193.251022626005,68.8431738534971,572.945060723926,239.96678644435,138.675608270078,375.253277265837,226.524494763291,80.7241964442632,42.2690232818465,339.944413442151,79.2261214602086,228.937791194724,253.133492832608,380.575973370048,119.782998590824,453.357521835077,130.181237566863,103.783597499867,57.7696585374565,227.982418087651,44.5897895656554,97.5589208422447,215.9796203231,61.0040713705629,512.290488569152,56.7444654796781,557.715337426153,156.634971419811,223.57455358526,202.416479031336,83.85418086647,40.7859196212371,51.6276883797329,145.720962618637,56.6397195684075,609.585991390477,52.7517179057446,150.663230189075,89.7850363150015,69.4923667325572,68.0859235036821,71.5535261040467,57.3352630176746,50.6211622795494,81.3792789440421,219.864386220492,59.5077065033278,626.135063168501,194.208221998546,65.4790007834702,36.8205453733179,50.1982635501618,79.7750982243054,87.0661470265006,161.32065651273,57.2461432128526,72.2286396086115
Dilution factor,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
[Sample],15.06428007630867,77.8360477944338,166.708886197225,346.490350698533,518.734204803848,698.630476815142,874.46023671364,496.017505277915,46.2829257359658,47.0192297776758,41.440477573953,45.61307252959,392.804882126623,322.900471114979,44.7113351568944,193.251022626005,68.8431738534971,572.945060723926,239.96678644435,138.675608270078,375.253277265837,226.524494763291,80.7241964442632,42.2690232818465,339.944413442151,79.2261214602086,228.937791194724,253.133492832608,380.575973370048,119.782998590824,906.715043670154,130.181237566863,103.783597499867,57.7696585374565,227.982418087651,44.5897895656554,97.5589208422447,215.9796203231,61.0040713705629,1024.5809771383,56.7444654796781,1115.43067485231,156.634971419811,223.57455358526,202.416479031336,83.85418086647,40.7859196212371,51.6276883797329,145.720962618637,56.6397195684075,1219.17198278095,52.7517179057446,150.663230189075,89.7850363150015,69.4923667325572,68.0859235036821,71.5535261040467,57.3352630176746,50.6211622795494,81.3792789440421,219.864386220492,59.5077065033278,1252.270126337,194.208221998546,65.4790007834702,36.8205453733179,50.1982635501618,79.7750982243054,87.0661470265006,161.32065651273,57.2461432128526,72.2286396086115
Slope:,3.0000000000000001E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intercept:,-1.0000000000000001E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTIMATED DOUBLE DERIVATIVE AT EACH WAVELENGTH BASED ON POLYNOMIAL FIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,3.5192840228926011E-5,-0.0000548102376008804,-0.000216729439691518,-0.000524923393887318,-0.000808525671701239,-0.0011010272922597,-0.00138686138220382,-0.00156153198379647,0.000128848777207897,0.000109082994432752,0.0000667400369852945,0.000115252117862409,-0.00105604724368943,0.000474350706672468,0.000109556045083158,-0.00043508060396108,0.000196529521560491,-0.0016415339375776,0.000709900359333048,-0.00021036802703381,-0.000982851631561428,-0.000189119411199972,0.0000896421895378052,0.000062607387095916,-0.000890807145484512,0.000227678364380626,-0.000553791362067634,-0.000260214064973879,-0.00102510016518315,-0.000156527657603936,-0.00101075038727525,-0.000187085664925881,0.0000779149175404989,0.000000239776698976045,-0.00058029918033787,0.0000547984730835626,0.000282676762526734,-0.000528879622510712,0.0000450293438529743,-0.00160257749618681,0.0000733172622334026,-0.00165658620078366,-0.0000881530051077121,-0.000541757400346479,0.000597249437094008,0.00024156254259941,0.0000790924310928645,0.000105710370291455,-0.00022212921340331,0.000159919158705222,-0.00196017868112005,0.000148255153717234,0.000441989690567225,0.000259355108945004,0.000198477100197672,0.000194257770511046,-0.00000856017029007361,0.000162005789053024,0.0000951386301172094,0.000234137836832126,-0.000536097377668092,0.000168523119509983,-0.0020168475260162,-0.000379962195962751,0.0000460020915561099,0.0000955412951715813,0.000122099682205607,0.000229325294672916,0.000251198441079502,-0.000117018860712963,0.000161738429638558,0.000206685918825835
201,3.4079245825913265E-5,-0.0000492438699811967,-0.000202592317725854,-0.00049383550496766,-0.000761431105978984,-0.00103728891780559,-0.00130685654035693,-0.00150074029380387,0.000127865150910688,0.000109522488330757,0.0000676916649000258,0.000115483859856936,-0.00101155800588805,0.000463953599214934,0.000109847604290908,-0.000414983930524298,0.000193292021493796,-0.00157452655518261,0.000691293762772123,-0.000198040129996929,-0.000940879402294249,-0.000171945553290176,0.0000924927975337048,0.0000636913807509085,-0.000852794337768293,0.000224415042459195,-0.000529179267354598,-0.000240021774104445,-0.000981963603477283,-0.000146410124536408,-0.000963533928219641,-0.000175733077373352,0.0000823836350396809,0.00000350116067724391,-0.000555214251645854,0.0000561778909958307,0.000280008430775973,-0.000505543252841112,0.0000475890012581487,-0.00153998851694893,0.0000750555849175152,-0.00159019155652242,-0.0000771918467203691,-0.000517707779124434,0.000583926513092534,0.000236984967704023,0.0000797577376482815,0.000106493824188409,-0.000209143371378125,0.000159718744614361,-0.00188459994801422,0.000146915905260496,0.000432392935562622,0.000254788890993087,0.000194918635515663,0.000191705034273024,-0.00000429575531802934,0.000159950022718118,0.0000960731272516382,0.000229597048055653,-0.000512383566941501,0.00016601457668028,-0.00193914247170577,-0.000360910458723582,0.0000488107897719959,0.0000956397019905488,0.000122469584374505,0.000224296835503602,0.000245917675500273,-0.00010519924410794,0.000161118193554739,0.00020355591190963
202,3.2965651422900492E-5,-0.0000436775023615131,-0.00018845519576019,-0.000462747616048001,-0.000714336540256728,-0.000973550543351492,-0.00122685169851003,-0.00143994860381126,0.000126881524613478,0.000109961982228763,0.0000686432928147571,0.000115715601851463,-0.000967068768086662,0.0004535564917574,0.000110139163498659,-0.000394887257087516,0.000190054521427101,-0.00150751917278763,0.000672687166211198,-0.000185712232960049,-0.000898907173027069,-0.000154771695380379,0.0000953434055296045,0.000064775374405901,-0.000814781530052073,0.000221151720537765,-0.000504567172641562,-0.000219829483235011,-0.000938827041771418,-0.00013629259146888,-0.000916317469164032,-0.000164380489820822,0.0000868523525388629,0.00000676254465551177,-0.000530129322953837,0.0000575573089080988,0.000277340099025212,-0.000482206883171511,0.000050148658663323,-0.00147739953771104,0.0000767939076016279,-0.00152379691226118,-0.0000662306883330265,-0.000493658157902388,0.000570603589091058,0.000232407392808636,0.0000804230442036984,0.000107277278085364,-0.000196157529352941,0.000159518330523499,-0.00180902121490839,0.000145576656803758,0.000422796180558018,0.00025022267304117,0.000191360170833655,0.000189152298035002,-0.0000000313403459850647,0.000157894256383212,0.000097007624386067,0.000225056259279179,-0.00048866975621491,0.000163506033850576,-0.00186143741739533,-0.000341858721484415,0.0000516194879878819,0.0000957381088095162,0.000122839486543402,0.000219268376334288,0.000240636909921044,-0.0000933796275029166,0.00016049795747092,0.000200425904993426
203,3.1852057019887746E-5,-0.0000381111347418294,-0.000174318073794526,-0.000431659727128343,-0.000667241974534473,-0.00090981216889739,-0.00114684685666314,-0.00137915691381866,0.000125897898316269,0.000110401476126768,0.0000695949207294884,0.00011594734384599,-0.000922579530285276,0.000443159384299866,0.000110430722706409,-0.000374790583650734,0.000186817021360406,-0.00144051179039264,0.000654080569650272,-0.000173384335923168,-0.000856934943759892,-0.000137597837470582,0.0000981940135255042,0.0000658593680608935,-0.000776768722335854,0.000217888398616334,-0.000479955077928525,-0.000199637192365577,-0.000895690480065551,-0.000126175058401352,-0.000869101010108422,-0.000153027902268293,0.0000913210700380449,0.0000100239286337796,-0.000505044394261821,0.0000589367268203668,0.00027467176727445,-0.000458870513501911,0.0000527083160684972,-0.00141481055847316,0.0000785322302857405,-0.00145740226799994,-0.0000552695299456834,-0.000469608536680343,0.000557280665089584,0.00022782981791325,0.0000810883507591154,0.000108060731982319,-0.000183171687327756,0.000159317916432637,-0.00173344248180256,0.000144237408347019,0.000413199425553415,0.000245656455089252,0.000187801706151646,0.00018659956179698,0.00000423307462605921,0.000155838490048307,0.0000979421215204958,0.000220515470502705,-0.000464955945488318,0.000160997491020872,-0.0017837323630849,-0.000322806984245247,0.0000544281862037679,0.0000958365156284836,0.0001232093887123,0.000214239917164973,0.000235356144341815,-0.0000815600108978938,0.0001598777213871,0.000197295898077221
204,3.0738462616874973E-5,-0.0000325447671221458,-0.000160180951828862,-0.000400571838208684,-0.000620147408812216,-0.000846073794443288,-0.00106684201481624,-0.00131836522382605,0.000124914272019059,0.000110840970024774,0.0000705465486442197,0.000116179085840518,-0.000878090292483891,0.000432762276842331,0.00011072228191416,-0.000354693910213953,0.000183579521293711,-0.00137350440799765,0.000635473973089347,-0.000161056438886287,-0.000814962714492712,-0.000120423979560785,0.000101044621521404,0.0000669433617158859,-0.000738755914619635,0.000214625076694903,-0.000455342983215489,-0.000179444901496142,-0.000852553918359686,-0.000116057525333823,-0.000821884551052813,-0.000141675314715763,0.000095789787537227,0.0000132853126120475,-0.000479959465569804,0.0000603161447326349,0.000272003435523689,-0.000435534143832311,0.0000552679734736715,-0.00135222157923527,0.0000802705529698531,-0.00139100762373869,-0.0000443083715583404,-0.000445558915458298,0.000543957741088108,0.000223252243017863,0.0000817536573145323,0.000108844185879274,-0.000170185845302572,0.000159117502341775,-0.00165786374869673,0.000142898159890281,0.000403602670548811,0.000241090237137335,0.000184243241469638,0.000184046825558958,0.00000849748959810348,0.000153782723713401,0.0000988766186549245,0.000215974681726231,-0.000441242134761727,0.000158488948191169,-0.00170602730877446,-0.000303755247006079,0.000057236884419654,0.0000959349224474511,0.000123579290881197,0.000209211457995659,0.000230075378762585,-0.0000697403942928705,0.000159257485303281,0.000194165891161017
205,2.96248682138622E-5,-0.0000269783995024621,-0.000146043829863198,-0.000369483949289026,-0.000573052843089962,-0.000782335419989184,-0.000986837172969348,-0.00125757353383345,0.00012393064572185,0.000111280463922779,0.000071498176558951,0.000116410827835045,-0.000833601054682505,0.000422365169384797,0.00011101384112191,-0.000334597236777171,0.000180342021227015,-0.00130649702560266,0.000616867376528421,-0.000148728541849406,-0.000772990485225533,-0.000103250121650988,0.000103895229517304,0.0000680273553708784,-0.000700743106903415,0.000211361754773473,-0.000430730888502453,-0.000159252610626708,-0.000809417356653819,-0.000105939992266295,-0.000774668091997202,-0.000130322727163234,0.000100258505036409,0.0000165466965903154,-0.000454874536877788,0.000061695562644903,0.000269335103772928,-0.000412197774162711,0.0000578276308788458,-0.00128963259999738,0.0000820088756539657,-0.00132461297947745,-0.0000333472131709978,-0.000421509294236253,0.000530634817086633,0.000218674668122476,0.0000824189638699492,0.000109627639776229,-0.000157200003277387,0.000158917088250914,-0.0015822850155909,0.000141558911433543,0.000394005915544208,0.000236524019185417,0.000180684776787629,0.000181494089320936,0.0000127619045701478,0.000151726957378495,0.0000998111157893533,0.000211433892949757,-0.000417528324035136,0.000155980405361465,-0.00162832225446403,-0.000284703509766911,0.00006004558263554,0.0000960333292664185,0.000123949193050095,0.000204182998826345,0.000224794613183356,-0.0000579207776878477,0.000158637249219462,0.000191035884244812
206,2.8511273810849454E-5,-0.0000214120318827785,-0.000131906707897535,-0.000338396060369368,-0.000525958277367705,-0.000718597045535082,-0.000906832331122452,-0.00119678184384084,0.00012294701942464,0.000111719957820785,0.0000724498044736823,0.000116642569829572,-0.000789111816881119,0.000411968061927263,0.000111305400329661,-0.000314500563340389,0.00017710452116032,-0.00123948964320768,0.000598260779967496,-0.000136400644812525,-0.000731018255958355,-0.0000860762637411913,0.000106745837513203,0.0000691113490258709,-0.000662730299187196,0.000208098432852042,-0.000406118793789417,-0.000139060319757274,-0.000766280794947954,-0.0000958224591987673,-0.000727451632941594,-0.000118970139610704,0.000104727222535591,0.0000198080805685832,-0.000429789608185771,0.000063074980557171,0.000266666772022167,-0.000388861404493111,0.0000603872882840201,-0.0012270436207595,0.0000837471983380784,-0.00125821833521621,-0.0000223860547836547,-0.000397459673014208,0.000517311893085158,0.00021409709322709,0.0000830842704253662,0.000110411093673184,-0.000144214161252203,0.000158716674160052,-0.00150670628248507,0.000140219662976805,0.000384409160539604,0.0002319578012335,0.000177126312105621,0.000178941353082914,0.000017026319542192,0.00014967119104359,0.000100745612923782,0.000206893104173283,-0.000393814513308544,0.000153471862531762,-0.0015506172001536,-0.000265651772527744,0.000062854280851426,0.000096131736085386,0.000124319095218992,0.00019915453965703,0.000219513847604128,-0.0000461011610828244,0.000158017013135643,0.000187905877328608
