Run Number:,2,...3,Date:,20201111,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73
226,6.2393857505942335E-6,0.0000899153205108942,0.000150835731415743,0.000283361718023799,0.000415933037077409,0.000556170443546967,0.000693264505815444,0.0000190519560112415,0.00010327449348045,0.000120509835780895,0.0000914823627683081,0.000121277409720117,0.000100672939146602,0.00020402591277658,0.000117136584484671,0.0000874329053952485,0.000112354519826416,0.000100658004692075,0.000226128848748988,0.000110157295925092,0.000108426329385221,0.000257400894454747,0.000163757997431197,0.0000907912221257203,0.0000975258551371896,0.00014283199442343,0.0000861231004713062,0.000264785497631407,0.0000964504391693637,0.000106528202151797,0.0002168775481706,0.000108081611439883,0.000194101572519232,0.0000850357601339406,0.0000719089656545588,0.0000906633388025324,0.000213300137006942,0.0000778659888988932,0.000111580436387506,0.0000247359639982073,0.000118513652020331,0.0000696745500086415,0.000196837112963203,0.0000835327514266959,0.000250853413055657,0.000122545595319356,0.0000963904015337049,0.000126080171612282,0.000115502679251485,0.000154708392342817,0.00000486837963152229,0.000113434693842043,0.000192474060447535,0.00014063344219515,0.000105957018465451,0.000127886628322474,0.000102314618983078,0.000108555864345476,0.000119435555612358,0.000116077328643806,0.000080461701223283,0.00010330100593769,0.00000348388605508551,0.000115382972255612,0.000119028245169146,0.0000980998724647349,0.000131717138596944,0.0000985853562707442,0.000113898536019547,0.000190291171017636,0.000145612291459262,0.00012530573900452
227,5.1257913475814603E-6,0.0000954816881305778,0.000164972853381407,0.000314449606943458,0.000463027602799664,0.000619908818001069,0.00077326934766234,0.0000798436460038455,0.00010229086718324,0.000120949329678901,0.0000924339906830394,0.000121509151714644,0.000145162176947988,0.000193628805319045,0.000117428143692422,0.00010752957883203,0.000109117019759721,0.000167665387087061,0.000207522252188062,0.000122485192961973,0.0001503985586524,0.000274574752364543,0.000166608605427097,0.0000918752157807127,0.000135538662853409,0.000139568672502,0.000110735195184342,0.000284977788500842,0.000139587000875229,0.000116645735219325,0.000264094007226209,0.000119434198992413,0.000198570290018414,0.0000882971441122085,0.0000969938943465752,0.0000920427567148004,0.000210631805256181,0.000101202358568494,0.00011414009379268,0.0000873249432360931,0.000120251974704444,0.000136069194269884,0.000207798271350546,0.000107582372648741,0.000237530489054181,0.000117968020423969,0.0000970557080891218,0.000126863625509236,0.000128488521276669,0.000154507978251955,0.0000804471127373516,0.000112095445385304,0.000182877305442931,0.000136067224243233,0.000102398553783443,0.000125333892084452,0.000106579033955122,0.00010650009801057,0.000120370052746786,0.000111536539867332,0.000104175511949875,0.000100792463107986,0.0000811889403655175,0.00013443470949478,0.000121836943385032,0.0000981982792837024,0.000132087040765841,0.0000935568971014301,0.000108617770440318,0.000202110787622659,0.000144992055375443,0.000122175732088316
228,4.0121969445686871E-6,0.000101048055750261,0.000179109975347071,0.000345537495863116,0.00051012216852192,0.000683647192455172,0.000853274189509236,0.000140635335996449,0.000101307240886031,0.000121388823576906,0.0000933856185977707,0.000121740893709171,0.000189651414749374,0.000183231697861511,0.000117719702900172,0.000127626252268812,0.000105879519693026,0.000234672769482049,0.000188915655627136,0.000134813089998854,0.000192370787919579,0.00029174861027434,0.000169459213422996,0.0000929592094357052,0.000173551470569628,0.000136305350580569,0.000135347289897378,0.000305170079370276,0.000182723562581096,0.000126763268286853,0.000311310466281819,0.000130786786544942,0.000203039007517596,0.0000915585280904763,0.000122078823038592,0.0000934221746270685,0.000207963473505419,0.000124538728238094,0.000116699751197854,0.000149913922473977,0.000121990297388556,0.000202463838531126,0.000218759429737888,0.000131631993870786,0.000224207565052707,0.000113390445528582,0.0000977210146445388,0.000127647079406191,0.000141474363301854,0.000154307564161094,0.000156025845843181,0.000110756196928566,0.000173280550438328,0.000131501006291315,0.0000988400891014341,0.00012278115584643,0.000110843448927166,0.000104444331675665,0.000121304549881215,0.000106995751090858,0.000127889322676466,0.0000982839202782824,0.000158893994675953,0.000153486446733948,0.000124645641600918,0.0000982966861026698,0.000132456942934739,0.0000885284379321158,0.000103337004861089,0.000213930404227682,0.000144371819291624,0.000119045725172111
229,2.8986025415559682E-6,0.000106614423369945,0.000193247097312735,0.000376625384782774,0.000557216734244175,0.000747385566909274,0.000933279031356128,0.000201427025989053,0.000100323614588821,0.000121828317474912,0.0000943372465125019,0.000121972635703698,0.000234140652550761,0.000172834590403977,0.000118011262107923,0.000147722925705594,0.000102642019626331,0.000301680151877037,0.000170309059066211,0.000147140987035735,0.000234343017186757,0.000308922468184137,0.000172309821418896,0.0000940432030906977,0.000211564278285848,0.000133042028659139,0.000159959384610414,0.00032536237023971,0.000225860124286961,0.000136880801354381,0.000358526925337428,0.000142139374097471,0.000207507725016778,0.0000948199120687442,0.000147163751730608,0.0000948015925393366,0.000205295141754658,0.000147875097907695,0.000119259408603029,0.000212502901711863,0.000123728620072669,0.000268858482792369,0.000229720588125231,0.000155681615092831,0.000210884641051231,0.000108812870633196,0.0000983863211999557,0.000128430533303146,0.000154460205327038,0.000154107150070232,0.000231604578949014,0.000109416948471828,0.000163683795433725,0.000126934788339398,0.0000952816244194256,0.000120228419608408,0.00011510786389921,0.000102388565340759,0.000122239047015644,0.000102454962314385,0.000151603133403057,0.0000957753774485788,0.000236599048986385,0.000172538183973115,0.000127454339816804,0.0000983950929216373,0.000132826845103636,0.0000834999787628014,0.0000980562392818604,0.000225750020832705,0.000143751583207805,0.000115915718255907
230,1.785008138543195E-6,0.000112180790989629,0.000207384219278399,0.000407713273702433,0.000604311299966432,0.000811123941363377,0.00101328387320302,0.000262218715981657,0.0000993399882916115,0.000122267811372917,0.0000952888744272332,0.000122204377698225,0.000278629890352147,0.000162437482946443,0.000118302821315673,0.000167819599142376,0.0000994045195596355,0.000368687534272024,0.000151702462505286,0.000159468884072616,0.000276315246453936,0.000326096326093934,0.000175160429414796,0.0000951271967456901,0.000249577086002067,0.000129778706737708,0.00018457147932345,0.000345554661109144,0.000268996685992827,0.00014699833442191,0.000405743384393038,0.00015349196165,0.00021197644251596,0.0000980812960470121,0.000172248680422624,0.0000961810104516047,0.000202626810003897,0.000171211467577295,0.000121819066008203,0.000275091880949749,0.000125466942756782,0.000335253127053611,0.000240681746512574,0.000179731236314876,0.000197561717049756,0.000104235295737809,0.0000990516277553727,0.000129213987200101,0.000167446047352223,0.00015390673597937,0.000307183312054843,0.00010807770001509,0.000154087040429121,0.00012236857038748,0.0000917231597374171,0.000117675683370386,0.000119372278871255,0.000100332799005853,0.000123173544150073,0.0000979141735379105,0.000175316944129649,0.0000932668346188751,0.00031430410329682,0.000191589921212283,0.00013026303803269,0.0000984934997406047,0.000133196747272534,0.000078471519593487,0.0000927754737026312,0.000237569637437728,0.000143131347123986,0.000112785711339702
231,6.7141373553042177E-7,0.000117747158609312,0.000221521341244062,0.000438801162622091,0.000651405865688686,0.000874862315817479,0.00109328871504992,0.000323010405974263,0.0000983563619944019,0.000122707305270923,0.0000962405023419645,0.000122436119692753,0.000323119128153533,0.000152040375488909,0.000118594380523424,0.000187916272579158,0.0000961670194929403,0.000435694916667012,0.00013309586594436,0.000171796781109497,0.000318287475721116,0.000343270184003731,0.000178011037410695,0.0000962111904006826,0.000287589893718286,0.000126515384816277,0.000209183574036487,0.000365746951978578,0.000312133247698692,0.000157115867489438,0.000452959843448647,0.00016484454920253,0.000216445160015142,0.00010134268002528,0.000197333609114641,0.0000975604283638727,0.000199958478253136,0.000194547837246895,0.000124378723413377,0.000337680860187635,0.000127205265440894,0.000401647771314854,0.000251642904899917,0.000203780857536921,0.000184238793048281,0.0000996577208424224,0.0000997169343107896,0.000129997441097056,0.000180431889377407,0.000153706321888508,0.000382762045160672,0.000106738451558352,0.000144490285424518,0.000117802352435563,0.0000881646950554087,0.000115122947132364,0.000123636693843299,0.0000982770326709476,0.000124108041284502,0.0000933733847614368,0.00019903075485624,0.0000907582917891715,0.000392009157607256,0.000210641658451451,0.000133071736248576,0.0000985919065595722,0.000133566649441432,0.0000734430604241727,0.0000874947081234022,0.000249389254042751,0.000142511111040167,0.000109655704423498
232,-4.4218066748235143E-7,0.000123313526228996,0.000235658463209726,0.000469889051541749,0.000698500431410943,0.000938600690271581,0.00117329355689681,0.000383802095966867,0.0000973727356971924,0.000123146799168928,0.0000971921302566958,0.00012266786168728,0.000367608365954919,0.000141643268031374,0.000118885939731174,0.00020801294601594,0.0000929295194262451,0.000502702299062,0.000114489269383435,0.000184124678146378,0.000360259704988293,0.000360444041913528,0.000180861645406595,0.0000972951840556751,0.000325602701434505,0.000123252062894847,0.000233795668749523,0.000385939242848012,0.000355269809404559,0.000167233400556966,0.000500176302504258,0.000176197136755059,0.000220913877514324,0.000104604064003548,0.000222418537806657,0.0000989398462761408,0.000197290146502375,0.000217884206916495,0.000126938380818552,0.000400269839425519,0.000128943588125007,0.000468042415576096,0.00026260406328726,0.000227830478758967,0.000170915869046806,0.0000950801459470357,0.000100382240866207,0.000130780894994011,0.000193417731402592,0.000153505907797647,0.000458340778266501,0.000105399203101614,0.000134893530419914,0.000113236134483645,0.0000846062303734001,0.000112570210894342,0.000127901108815343,0.0000962212663360419,0.00012504253841893,0.0000888325959849628,0.000222744565582831,0.0000882497489594679,0.000469714211917688,0.000229693395690619,0.000135880434464462,0.0000986903133785396,0.000133936551610329,0.0000684146012548586,0.0000822139425441732,0.000261208870647774,0.000141890874956348,0.000106525697507293
233,-1.5557750704950704E-6,0.000128879893848679,0.00024979558517539,0.000500976940461408,0.000745594997133198,0.00100233906472568,0.00125329839874371,0.000444593785959471,0.0000963891093999829,0.000123586293066934,0.0000981437581714271,0.000122899603681807,0.000412097603756306,0.00013124616057384,0.000119177498938925,0.000228109619452722,0.0000896920193595499,0.000569709681456988,0.0000958826728225098,0.000196452575183258,0.000402231934255473,0.000377617899823325,0.000183712253402495,0.0000983791777106675,0.000363615509150725,0.000119988740973416,0.000258407763462559,0.000406131533717446,0.000398406371110424,0.000177350933624494,0.000547392761559868,0.000187549724307589,0.000225382595013506,0.000107865447981816,0.000247503466498674,0.000100319264188409,0.000194621814751613,0.000241220576586095,0.000129498038223726,0.000462858818663405,0.000130681910809119,0.000534437059837339,0.000273565221674603,0.000251880099981012,0.000157592945045331,0.000090502571051649,0.000101047547421624,0.000131564348890966,0.000206403573427776,0.000153305493706785,0.000533919511372331,0.000104059954644876,0.000125296775415311,0.000108669916531728,0.0000810477656913917,0.00011001747465632,0.000132165523787388,0.0000941655000011362,0.000125977035553359,0.0000842918072084891,0.000246458376309423,0.0000857412061297644,0.000547419266228123,0.000248745132929787,0.000138689132680348,0.0000987887201975071,0.000134306453779227,0.0000633861420855442,0.0000769331769649442,0.000273028487252797,0.000141270638872528,0.000103395690591089
234,-2.6693694735078436E-6,0.000134446261468363,0.000263932707141054,0.000532064829381066,0.000792689562855454,0.00106607743917979,0.0013333032405906,0.000505385475952075,0.0000954054831027733,0.000124025786964939,0.0000990953860861584,0.000123131345676334,0.00045658684155769,0.000120849053116306,0.000119469058146675,0.000248206292889503,0.0000864545192928547,0.000636717063851974,0.0000772760762615841,0.000208780472220139,0.000444204163522652,0.000394791757733121,0.000186562861398395,0.00009946317136566,0.000401628316866944,0.000116725419051986,0.000283019858175595,0.00042632382458688,0.000441542932816291,0.000187468466692022,0.000594609220615477,0.000198902311860118,0.000229851312512688,0.000111126831960084,0.00027258839519069,0.000101698682100677,0.000191953483000852,0.000264556946255695,0.0001320576956289,0.00052544779790129,0.000132420233493232,0.000600831704098581,0.000284526380061946,0.000275929721203057,0.000144270021043856,0.0000859249961562623,0.00010171285397704,0.000132347802787921,0.00021938941545296,0.000153105079615923,0.00060949824447816,0.000102720706188137,0.000115700020410707,0.00010410369857981,0.0000774893010093833,0.000107464738418298,0.000136429938759432,0.0000921097336662305,0.000126911532687788,0.0000797510184320151,0.000270172187036014,0.0000832326633000607,0.000625124320538555,0.000267796870168954,0.000141497830896234,0.0000988871270164745,0.000134676355948124,0.0000583576829162298,0.0000716524113857152,0.00028484810385782,0.000140650402788709,0.000100265683674885
235,-3.7829638765206168E-6,0.000140012629088047,0.000278069829106718,0.000563152718300724,0.000839784128577709,0.00112981581363389,0.0014133080824375,0.000566177165944679,0.0000944218568055638,0.000124465280862945,0.00010004701400089,0.000123363087670862,0.000501076079359076,0.000110451945658772,0.000119760617354426,0.000268302966326285,0.0000832170192261595,0.000703724446246962,0.0000586694797006584,0.00022110836925702,0.00048617639278983,0.000411965615642918,0.000189413469394294,0.000100547165020652,0.000439641124583163,0.000113462097130555,0.000307631952888631,0.000446516115456314,0.000484679494522156,0.00019758599975955,0.000641825679671087,0.000210254899412648,0.00023432003001187,0.000114388215938351,0.000297673323882706,0.000103078100012945,0.000189285151250091,0.000287893315925296,0.000134617353034075,0.000588036777139176,0.000134158556177345,0.000667226348359824,0.000295487538449288,0.000299979342425103,0.000130947097042381,0.0000813474212608756,0.000102378160532457,0.000133131256684875,0.000232375257478145,0.000152904665525062,0.000685076977583989,0.000101381457731399,0.000106103265406104,0.000099537480627893,0.0000739308363273747,0.000104912002180276,0.000140694353731476,0.0000900539673313248,0.000127846029822217,0.0000752102296555414,0.000293885997762606,0.0000807241204703571,0.000702829374848991,0.000286848607408122,0.00014430652911212,0.000098985533835442,0.000135046258117022,0.0000533292237469155,0.0000663716458064862,0.000296667720462843,0.00014003016670489,0.0000971356767586803
236,-4.89655827953339E-6,0.00014557899670773,0.000292206951072382,0.000594240607220383,0.000886878694299965,0.00119355418808799,0.00149331292428439,0.000626968855937283,0.0000934382305083543,0.00012490477476095,0.000100998641915621,0.000123594829665389,0.000545565317160462,0.000100054838201238,0.000120052176562176,0.000288399639763067,0.0000799795191594643,0.00077073182864195,0.0000400628831397328,0.000233436266293901,0.000528148622057009,0.000429139473552716,0.000192264077390194,0.000101631158675645,0.000477653932299383,0.000110198775209124,0.000332244047601667,0.000466708406325748,0.000527816056228023,0.000207703532827079,0.000689042138726696,0.000221607486965177,0.000238788747511052,0.000117649599916619,0.000322758252574724,0.000104457517925213,0.00018661681949933,0.000311229685594896,0.000137177010439249,0.00065062575637706,0.000135896878861457,0.000733620992621066,0.000306448696836631,0.000324028963647148,0.000117624173040906,0.000076769846365489,0.000103043467087874,0.00013391471058183,0.000245361099503329,0.0001527042514342,0.000760655710689819,0.000100042209274661,0.0000965065104014998,0.0000949712626759755,0.0000703723716453663,0.000102359265942254,0.00014495876870352,0.0000879982009964192,0.000128780526956645,0.0000706694408790674,0.000317599808489197,0.0000782155776406535,0.000780534429159426,0.00030590034464729,0.000147115227328006,0.0000990839406544094,0.000135416160285919,0.0000483007645776014,0.0000610908802272572,0.000308487337067866,0.000139409930621071,0.0000940056698424758
237,-6.0101526825461632E-6,0.000151145364327414,0.000306344073038046,0.000625328496140041,0.00093397326002222,0.00125729256254209,0.00157331776613129,0.000687760545929889,0.0000924546042111448,0.000125344268658956,0.000101950269830352,0.000123826571659916,0.000590054554961849,0.0000896577307437033,0.000120343735769927,0.000308496313199849,0.0000767420190927691,0.000837739211036939,0.000021456286578808,0.000245764163330782,0.000570120851324189,0.000446313331462512,0.000195114685386094,0.000102715152330637,0.000515666740015602,0.000106935453287694,0.000356856142314703,0.000486900697195182,0.000570952617933888,0.000217821065894607,0.000736258597782306,0.000232960074517706,0.000243257465010234,0.000120910983894887,0.00034784318126674,0.000105836935837481,0.000183948487748568,0.000334566055264496,0.000139736667844423,0.000713214735614946,0.00013763520154557,0.000800015636882309,0.000317409855223974,0.000348078584869193,0.000104301249039431,0.0000721922714701023,0.000103708773643291,0.000134698164478785,0.000258346941528514,0.000152503837343338,0.000836234443795648,0.0000987029608179231,0.0000869097553968966,0.0000904050447240582,0.0000668139069633578,0.0000998065297042321,0.000149223183675565,0.0000859424346615135,0.000129715024091074,0.0000661286521025937,0.000341313619215788,0.00007570703481095,0.000858239483469858,0.000324952081886458,0.000149923925543892,0.0000991823474733769,0.000135786062454817,0.000043272305408287,0.0000558101146480282,0.000320306953672889,0.000138789694537252,0.0000908756629262714
238,-7.1237470855588822E-6,0.000156711731947098,0.000320481195003709,0.000656416385059699,0.000981067825744477,0.0013210309369962,0.00165332260797818,0.000748552235922493,0.0000914709779139352,0.000125783762556961,0.000102901897745084,0.000124058313654443,0.000634543792763235,0.0000792606232861695,0.000120635294977677,0.000328592986636631,0.0000735045190260739,0.000904746593431927,0.00000284969001788232,0.000258092060367663,0.000612093080591366,0.000463487189372309,0.000197965293381993,0.00010379914598563,0.000553679547731821,0.000103672131366263,0.00038146823702774,0.000507092988064616,0.000614089179639754,0.000227938598962135,0.000783475056837915,0.000244312662070236,0.000247726182509416,0.000124172367873155,0.000372928109958756,0.000107216353749749,0.000181280155997807,0.000357902424934096,0.000142296325249597,0.000775803714852832,0.000139373524229683,0.000866410281143551,0.000328371013611317,0.000372128206091238,0.0000909783250379555,0.0000676146965747154,0.000104374080198708,0.00013548161837574,0.000271332783553698,0.000152303423252476,0.000911813176901477,0.000097363712361185,0.0000773130003922928,0.0000858388267721407,0.0000632554422813493,0.0000972537934662101,0.000153487598647609,0.0000838866683266078,0.000130649521225503,0.0000615878633261197,0.00036502742994238,0.0000731984919812463,0.000935944537780294,0.000344003819125626,0.000152732623759778,0.0000992807542923443,0.000136155964623714,0.0000382438462389726,0.0000505293490687992,0.000332126570277912,0.000138169458453433,0.000087745656010067
239,-8.2373414885716554E-6,0.000162278099566781,0.000334618316969374,0.000687504273979358,0.00102816239146673,0.0013847693114503,0.00173332744982508,0.000809343925915097,0.0000904873516167257,0.000126223256454967,0.000103853525659815,0.000124290055648971,0.000679033030564621,0.0000688635158286352,0.000120926854185428,0.000348689660073413,0.0000702670189593787,0.000971753975826911,-0.0000157569065430433,0.000270419957404544,0.000654065309858546,0.000480661047282106,0.000200815901377893,0.000104883139640622,0.00059169235544804,0.000100408809444833,0.000406080331740776,0.00052728527893405,0.000657225741345619,0.000238056132029663,0.000830691515893526,0.000255665249622765,0.000252194900008598,0.000127433751851423,0.000398013038650773,0.000108595771662017,0.000178611824247046,0.000381238794603696,0.000144855982654772,0.000838392694090718,0.000141111846913795,0.000932804925404793,0.00033933217199866,0.000396177827313283,0.0000776554010364808,0.0000630371216793287,0.000105039386754125,0.000136265072272695,0.000284318625578883,0.000152103009161615,0.000987391910007306,0.0000960244639044468,0.0000677162453876896,0.0000812726088202233,0.0000596969775993408,0.0000947010572281881,0.000157752013619653,0.0000818309019917021,0.000131584018359932,0.0000570470745496459,0.000388741240668971,0.0000706899491515427,0.00101364959209073,0.000363055556364794,0.000155541321975664,0.0000993791611113117,0.000136525866792612,0.0000332153870696583,0.0000452485834895701,0.000343946186882935,0.000137549222369614,0.0000846156490938627
240,-9.3509358915844286E-6,0.000167844467186465,0.000348755438935037,0.000718592162899016,0.00107525695718899,0.0014485076859044,0.00181333229167197,0.000870135615907701,0.0000895037253195162,0.000126662750352972,0.000104805153574546,0.000124521797643498,0.000723522268366007,0.0000584664083711009,0.000121218413393178,0.000368786333510195,0.0000670295188926835,0.0010387613582219,-0.000034363503103969,0.000282747854441425,0.000696037539125725,0.000497834905191902,0.000203666509373793,0.000105967133295615,0.000629705163164259,0.0000971454875234022,0.000430692426453812,0.000547477569803484,0.000700362303051486,0.000248173665097191,0.000877907974949134,0.000267017837175294,0.00025666361750778,0.000130695135829691,0.000423097967342789,0.000109975189574285,0.000175943492496285,0.000404575164273296,0.000147415640059946,0.000900981673328602,0.000142850169597908,0.000999199569666036,0.000350293330386003,0.000420227448535328,0.0000643324770350055,0.000058459546783942,0.000105704693309542,0.00013704852616965,0.000297304467604067,0.000151902595070753,0.00106297064311314,0.0000946852154477087,0.0000581194903830858,0.0000767063908683058,0.0000561385129173324,0.0000921483209901661,0.000162016428591697,0.0000797751356567965,0.000132518515494361,0.000052506285773172,0.000412455051395562,0.0000681814063218391,0.00109135464640116,0.000382107293603961,0.000158350020191551,0.0000994775679302792,0.00013689576896151,0.0000281869279003442,0.0000399678179103411,0.000355765803487958,0.000136928986285795,0.0000814856421776582
241,-1.0464530294597202E-5,0.000173410834806149,0.000362892560900701,0.000749680051818674,0.00112235152291124,0.0015122460603585,0.00189333713351887,0.000930927305900305,0.0000885200990223067,0.000127102244250978,0.000105756781489277,0.000124753539638025,0.000768011506167393,0.0000480693009135666,0.000121509972600929,0.000388883006946976,0.0000637920188259883,0.00110576874061689,-0.0000529700996648938,0.000295075751478305,0.000738009768392903,0.0005150087631017,0.000206517117369692,0.000107051126950607,0.000667717970880478,0.0000938821656019715,0.000455304521166849,0.000567669860672918,0.000743498864757351,0.00025829119816472,0.000925124434004745,0.000278370424727824,0.000261132335006962,0.000133956519807959,0.000448182896034805,0.000111354607486553,0.000173275160745523,0.000427911533942896,0.00014997529746512,0.000963570652566487,0.000144588492282021,0.00106559421392728,0.000361254488773346,0.000444277069757373,0.0000510095530335303,0.0000538819718885553,0.000106369999864959,0.000137831980066605,0.000310290309629251,0.000151702180979891,0.00113854937621897,0.0000933459669909706,0.0000485227353784826,0.0000721401729163883,0.0000525800482353238,0.0000895955847521441,0.000166280843563742,0.0000777193693218908,0.000133453012628789,0.0000479654969966982,0.000436168862122154,0.0000656728634921355,0.00116905970071159,0.000401159030843129,0.000161158718407437,0.0000995759747492466,0.000137265671130407,0.0000231584687310298,0.0000346870523311121,0.000367585420092981,0.000136308750201976,0.0000783556352614538
242,-1.1578124697609921E-5,0.000178977202425832,0.000377029682866365,0.000780767940738333,0.0011694460886335,0.00157598443481261,0.00197334197536576,0.000991718995892909,0.0000875364727250971,0.000127541738148983,0.000106708409404009,0.000124985281632552,0.00081250074396878,0.0000376721934560328,0.000121801531808679,0.000408979680383758,0.0000605545187592931,0.00117277612301188,-0.0000715766962258195,0.000307403648515186,0.000779981997660082,0.000532182621011497,0.000209367725365592,0.0001081351206056,0.000705730778596699,0.0000906188436805409,0.000479916615879884,0.000587862151542352,0.000786635426463218,0.000268408731232248,0.000972340893060353,0.000289723012280353,0.000265601052506144,0.000137217903786227,0.000473267824726822,0.000112734025398821,0.000170606828994762,0.000451247903612497,0.000152534954870294,0.00102615963180437,0.000146326814966133,0.00113198885818852,0.000372215647160689,0.000468326690979419,0.0000376866290320555,0.0000493043969931686,0.000107035306420376,0.00013861543396356,0.000323276151654436,0.000151501766889029,0.0012141281093248,0.0000920067185342324,0.0000389259803738793,0.0000675739549644708,0.0000490215835533154,0.0000870428485141221,0.000170545258535786,0.0000756636029869851,0.000134387509763218,0.0000434247082202242,0.000459882672848746,0.0000631643206624319,0.00124676475502203,0.000420210768082296,0.000163967416623323,0.0000996743815682141,0.000137635573299305,0.0000181300095617155,0.0000294062867518831,0.000379405036698004,0.000135688514118157,0.0000752256283452494
243,-1.2691719100622694E-5,0.000184543570045516,0.000391166804832029,0.000811855829657991,0.00121654065435576,0.00163972280926671,0.00205334681721266,0.00105251068588551,0.0000865528464278876,0.000127981232046989,0.00010766003731874,0.000125217023627079,0.000856989981770166,0.0000272750859984985,0.00012209309101643,0.000429076353820541,0.000057317018692598,0.00123978350540686,-0.0000901832927867451,0.000319731545552067,0.00082195422692726,0.000549356478921293,0.000212218333361492,0.000109219114260592,0.000743743586312918,0.0000873555217591103,0.00050452871059292,0.000608054442411786,0.000829771988169083,0.000278526264299776,0.00101955735211596,0.000301075599832883,0.000270069770005326,0.000140479287764494,0.000498352753418838,0.00011411344331109,0.000167938497244001,0.000474584273282097,0.000155094612275469,0.00108874861104226,0.000148065137650246,0.00119838350244976,0.000383176805548031,0.000492376312201464,0.0000243637050305803,0.0000447268220977819,0.000107700612975793,0.000139398887860515,0.00033626199367962,0.000151301352798168,0.00128970684243063,0.0000906674700774943,0.0000293292253692756,0.0000630077370125533,0.0000454631188713069,0.0000844901122761001,0.00017480967350783,0.0000736078366520794,0.000135322006897647,0.0000388839194437505,0.000483596483575336,0.0000606557778327283,0.00132446980933246,0.000439262505321465,0.000166776114839209,0.0000997727883871815,0.000138005475468202,0.0000131015503924011,0.0000241255211726541,0.000391224653303027,0.000135068278034338,0.000072095621429045
244,-1.3805313503635467E-5,0.0001901099376652,0.000405303926797693,0.000842943718577649,0.00126363522007801,0.00170346118372081,0.00213335165905955,0.00111330237587812,0.0000855692201306781,0.000128420725944994,0.000108611665233471,0.000125448765621607,0.00090147921957155,0.0000168779785409642,0.00012238465022418,0.000449173027257323,0.0000540795186259028,0.00130679088780185,-0.00010878988934767,0.000332059442588948,0.000863926456194439,0.00056653033683109,0.000215068941357391,0.000110303107915585,0.000781756394029137,0.0000840921998376797,0.000529140805305956,0.00062824673328122,0.00087290854987495,0.000288643797367304,0.00106677381117157,0.000312428187385412,0.000274538487504508,0.000143740671742762,0.000523437682110855,0.000115492861223358,0.00016527016549324,0.000497920642951697,0.000157654269680643,0.00115133759028014,0.000149803460334358,0.00126477814671101,0.000394137963935374,0.000516425933423509,0.0000110407810291055,0.0000401492472023952,0.00010836591953121,0.000140182341757469,0.000349247835704804,0.000151100938707306,0.00136528557553646,0.0000893282216207562,0.0000197324703646723,0.0000584415190606358,0.0000419046541892984,0.0000819373760380781,0.000179074088479875,0.0000715520703171738,0.000136256504032076,0.0000343431306672765,0.000507310294301928,0.0000581472350030247,0.0014021748636429,0.000458314242560633,0.000169584813055095,0.000099871195206149,0.0001383753776371,0.00000807309122308675,0.0000188447555934251,0.00040304426990805,0.000134448041950519,0.0000689656145128406
245,-1.491890790664824E-5,0.000195676305284883,0.000419441048763357,0.000874031607497308,0.00131072978580027,0.00176719955817491,0.00221335650090645,0.00117409406587072,0.0000845855938334685,0.000128860219843,0.000109563293148203,0.000125680507616134,0.000945968457372937,0.00000648087108342989,0.000122676209431931,0.000469269700694105,0.0000508420185592076,0.00137379827019684,-0.000127396485908596,0.000344387339625829,0.000905898685461618,0.000583704194740888,0.000217919549353291,0.000111387101570577,0.000819769201745356,0.0000808288779162492,0.000553752900018993,0.000648439024150654,0.000916045111580815,0.000298761330434833,0.00111399027022718,0.000323780774937942,0.00027900720500369,0.00014700205572103,0.000548522610802871,0.000116872279135626,0.000162601833742479,0.000521257012621297,0.000160213927085817,0.00121392656951803,0.000151541783018471,0.00133117279097225,0.000405099122322717,0.000540475554645554,-0.00000228214297236977,0.0000355716723070085,0.000109031226086627,0.000140965795654424,0.000362233677729989,0.000150900524616444,0.00144086430864229,0.0000879889731640181,0.0000101357153600686,0.0000538753011087184,0.0000383461895072899,0.0000793846398000561,0.000183338503451919,0.000069496303982268,0.000137191001166504,0.0000298023418908028,0.00053102410502852,0.0000556386921733211,0.00147987991795333,0.0004773659797998,0.000172393511270981,0.0000999696020251164,0.000138745279805997,0.00000304463205377261,0.0000135639900141961,0.000414863886513074,0.0001338278058667,0.0000658356075966362
