"docID","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","replicate","comments","sampleID","DOC_mgL"
"D279",15,"HB","Outlet","8/5/2020","8:55","Surface",0,0,1,"","HB_Outlet_20200805_0855_Surface_0_Limno.Sample.20160505",29.626034527608
"D286",15,"CR","Outlet","8/6/2020","9:22","Surface",0,0,2,"","CR_Outlet_20200806_0922_Surface_0_Limno.Sample.20160505",5.53896108854413
"D287",3,"FE","DeepHole","8/11/2020","10:45","PML",0,1,1,"","FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505",15.6504930049946
"D290",3,"FE","DeepHole","8/11/2020","10:45","Hypo",8,8,2,"","FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505",18.716256598264
"D296",3,"WL","DeepHole","8/11/2020","9:48","Hypo",8,8,2,"","WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505",7.30258587328089
"D301",17,"CB","DeepHole","8/12/2020","9:15","PML",0,0.5,1,"","CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505",18.0377474873045
"D303",17,"CB","DeepHole","8/12/2020","9:15","Hypo",3,3,1,"","CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505",21.4240567451265
"D310",17,"WA","DeepHole","8/14/2020","11:15","PML",0,0.5,2,"","WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505",10.2860303464707
"D312",17,"WA","DeepHole","8/14/2020","11:15","Hypo",4,4,2,"","WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505",10.7225711347718
"D313",15,"CR","DeepHole","8/17/2020","9:30","PML",0,3,1,"","CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505",5.32692699136927
"D316",15,"CR","DeepHole","8/17/2020","9:30","Hypo",8,8,2,"","CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505",5.4005152956829
"D317",15,"CR","Outlet","8/17/2020","9:30","Surface",0,0,1,"","CR_Outlet_20200817_0930_Surface_0_Limno.Sample.20160505",5.32193795378869
"D319",15,"HB","DeepHole","8/18/2020","9:50","PML",0,0.5,1,"","HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505",28.4798031434686
"D321",15,"HB","DeepHole","8/18/2020","9:50","Hypo",4,4,1,"","HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505",28.4261709894774
"D323",15,"HB","Outlet","8/18/2020","9:50","Surface",0,0,1,"","HB_Outlet_20200818_0950_Surface_0_Limno.Sample.20160505",29.0073938676155
"D326",15,"MO","DeepHole","8/19/2020","10:15","PML",0,1.5,2,"","MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505",18.2971774414949
"D327",15,"MO","DeepHole","8/19/2020","10:15","Hypo",4.5,4.5,1,"","MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505",14.945791446737
"D330",15,"MO","Inlet1","8/19/2020","10:15","Surface",0,0,2,"","MO_Inlet1_20200819_1015_Surface_0_Limno.Sample.20160505",10.9308634537613
"D331",15,"MO","Inlet2","8/19/2020","10:15","Surface",0,0,1,"","MO_Inlet2_20200819_1015_Surface_0_Limno.Sample.20160505",30.0563390189335
"D333",3,"FE","DeepHole","8/20/2020","11:32","PML",0,1.5,1,"","FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505",15.1603200627021
"D336",3,"FE","DeepHole","8/20/2020","11:32","Hypo",8,8,2,"","FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505",19.0654892289049
"D343",17,"ME","Outlet","8/20/2020","10:54","Surface",0,0,1,"","ME_Outlet_20200820_1054_Surface_0_Limno.Sample.20160505",8.80179166624665
"D348",3,"WL","DeepHole","8/20/2020","9:10","Hypo",8,8,2,"","WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505",7.76656636827529
"D351",35,"NH","DeepHole","8/24/2020","10:50","Hypo",3,3,1,"","NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505",10.3458987974377
"D353",35,"SE","DeepHole","8/24/2020","11:55","PML",0,5,1,"","SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505",4.3104105843251
"D356",35,"SE","DeepHole","8/24/2020","11:55","Hypo",5.5,5.5,2,"","SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505",4.05347514892498
"D357",35,"BH","DeepHole","8/25/2020","9:50","PML",0,5,1,"","BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505",12.4088658370095
"D359",35,"BH","DeepHole","8/25/2020","9:50","Hypo",10,10,1,"","BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505",7.86884163867728
"D364",35,"HH","DeepHole","8/25/2020","11:10","Hypo",5.5,5.5,2,"","HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505",8.29665161121243
"D367",35,"MI","DeepHole","8/26/2020","10:25","Hypo",9,9,1,"","MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505",21.2020445727904
"D372",35,"TR","DeepHole","8/26/2020","9:15","Hypo",5,5,2,"","TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505",41.900314235242
"D373",35,"WL","DeepHole","8/26/2020","11:37","PML",0,1.5,1,"","WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505",7.43978440674698
"D376",35,"WL","DeepHole","8/26/2020","11:37","Hypo",8,8,2,"","WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505",6.94088064868849
"D379",35,"CYB","DeepHole","8/27/2020","10:15","Hypo",2,2,1,"","CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505",14.9944345631477
"D381",35,"TB","DeepHole","8/27/2020","11:15","PML",0,0.5,1,"","TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505",23.9135864978383
"D384",35,"TB","DeepHole","8/27/2020","11:15","Hypo",3.5,3.5,2,"","TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505",33.3503510815147
"D386",41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,2,"","JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505",9.68360405861504
"D388",41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,2,"","JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",9.58507056639848
